year,ac_no,candidate,gender,age,category,party,general_votes,postal_votes,total_votes,vote_pct,position
2021,144,ATAL KUMAR PURKAIT,MALE,76.0,GENERAL,BSP,772,4,776,0.37,7
2021,144,SOMNATH MONDAL,MALE,25.0,SC,IND,407,4,411,0.2,8
2021,144,MILAN DHUM,MALE,39.0,GENERAL,IND,364,1,365,0.18,9
2021,144,DEEPAK RAM,MALE,26.0,GENERAL,IND,272,1,273,0.13,10
2021,145,MOHAN CHANDRA NASKAR,MALE,60.0,SC,TMC,117974,661,118635,50.37,1
2021,145,CHANDAN PAL,MALE,64.0,GENERAL,BJP,94927,390,95317,40.47,2
2021,145,GOUTAM PAL,MALE,57.0,GENERAL,CPI(M),16134,86,16220,6.89,3
2021,145,SK RABIYAL,MALE,61.0,GENERAL,SUCI,1622,3,1625,0.69,4
2021,145,SANJAY KUMAR SAH,MALE,38.0,GENERAL,BSP,1377,2,1379,0.59,5
2021,145,DEBAJYOTI BASU,MALE,53.0,GENERAL,IND,990,3,993,0.42,6
2021,146,DILIP MONDAL,MALE,54.0,SC,TMC,135620,889,136509,57.46,1
2021,146,AGNISWAR NASKAR,MALE,42.0,SC,BJP,77379,298,77677,32.7,2
2021,146,JHUMA KAYAL,FEMALE,43.0,SC,CPI(M),17866,129,17995,7.57,3
2021,146,RABINDRANATH RANJAN,MALE,44.0,SC,BSP,2697,12,2709,1.14,4
2021,146,UTTAM NASKAR,MALE,39.0,SC,IND,815,2,817,0.34,5
2021,147,ARUNDHUTI MAITRA (LOVELY),FEMALE,30.0,GENERAL,TMC,108408,814,109222,46.92,1
2021,147,ANJANA BASU,FEMALE,49.0,GENERAL,BJP,82518,523,83041,35.67,2
2021,147,SHUVAM BANERJEE,MALE,31.0,GENERAL,CPI,31467,311,31778,13.65,3
2021,147,SHAMPA DAS,FEMALE,25.0,GENERAL,IND,1901,6,1907,0.82,4
2021,147,BIMAL KRISHNA MANDAL,MALE,61.0,SC,BSP,1099,11,1110,0.48,5
2021,147,DILIP KUMAR ROY,MALE,53.0,SC,IND,600,1,601,0.26,6
2021,147,RANGALAL BARIK,MALE,36.0,GENERAL,IND,501,1,502,0.22,7
2021,147,PROVASH MONDAL,MALE,55.0,SC,IND,500,0,500,0.21,8
2021,147,DIBAKAR HALDER,MALE,63.0,SC,SUCI,436,5,441,0.19,9
2021,147,TRAYEE PRADHAN,FEMALE,30.0,GENERAL,RTORP,369,3,372,0.16,10
2021,147,UTTAM SAMUL,MALE,43.0,GENERAL,IND,315,1,316,0.14,11
2021,147,ARUN SARKAR,MALE,55.0,SC,IND,194,1,195,0.08,12
2021,147,SANJAY ROY,MALE,36.0,GENERAL,AMB,144,2,146,0.06,13
2021,147,DEBASHIS RAKSHIT,MALE,63.0,GENERAL,BMUP,124,2,126,0.05,14
2021,148,MD. NAWSAD SIDDIQUE,MALE,28.0,GENERAL,RSSCMJP,109063,174,109237,45.1,1
2021,148,KARIM REZAUL,MALE,56.0,GENERAL,TMC,82850,236,83086,34.31,2
2021,148,SOUMI HATI,FEMALE,29.0,GENERAL,BJP,38636,90,38726,15.99,3
2021,148,MIRJA HASAN,MALE,41.0,GENERAL,CPI(M),4925,5,4930,2.04,4
2021,148,NOUSHAR ALI MOLLA,MALE,30.0,GENERAL,IND,1301,2,1303,0.54,5
2021,148,TAPAN GHOSH,MALE,70.0,GENERAL,SUCI,933,4,937,0.39,6
2021,148,ISMAIL MOLLA,MALE,28.0,GENERAL,IND,720,3,723,0.3,7
2021,149,AHMED JAVED KHAN,MALE,64.0,GENERAL,TMC,120957,415,121372,54.39,1
2021,149,DR. INDRANIL KHAN,MALE,32.0,GENERAL,BJP,57559,191,57750,25.88,2
2021,149,SHATARUP GHOSH,MALE,35.0,GENERAL,CPI(M),38971,209,39180,17.56,3
2021,149,SHAMPA SARKAR,FEMALE,54.0,GENERAL,SUCI,671,2,673,0.3,4
2021,149,UMESH KR. SINGH,MALE,57.0,GENERAL,IND,502,1,503,0.23,5
2021,149,TUSHAN MUKHERJEE,MALE,49.0,GENERAL,IND,429,1,430,0.19,6
2021,149,INDRANIL MITRA,MALE,53.0,GENERAL,IND,307,3,310,0.14,7
2021,149,GOUTAM DAS,MALE,39.0,GENERAL,IND,264,2,266,0.12,8
2021,149,ARUNANSU KUMAR SARKAR,MALE,53.0,GENERAL,IND,194,0,194,0.09,9
2021,150,DEBABRATA MAJUMDAR (MALAY),MALE,56.0,GENERAL,TMC,97152,948,98100,45.54,1
2021,150,Dr. SUJAN CHAKRABORTY,MALE,62.0,GENERAL,CPI(M),58666,565,59231,27.5,2
2021,150,RINKU NASKAR,FEMALE,36.0,GENERAL,BJP,52795,344,53139,24.67,3
2021,150,SUJOY NASKAR,MALE,33.0,SC,BSP,639,10,649,0.3,4
2021,150,MEGHA CHATTERJEE,FEMALE,26.0,GENERAL,IND,398,2,400,0.19,5
2021,150,MONALISA GUPTA (DEBROY),FEMALE,62.0,GENERAL,PDS,380,5,385,0.18,6
2021,150,MISTOO DAS,MALE,26.0,SC,IND,255,0,255,0.12,7
2021,150,NRIPENDRA KRISHNA ROY,MALE,67.0,GENERAL,IND,225,4,229,0.11,8
2021,150,TANUJIT DAS,MALE,26.0,SC,IND,106,4,110,0.05,9
2021,150,ATANU CHATTERJEE,MALE,32.0,GENERAL,IND,100,0,100,0.05,10
2021,150,ASHUTOSH DEY,MALE,54.0,GENERAL,IND,86,5,91,0.04,11
2021,151,FIRDOUSI BEGUM,FEMALE,42.0,GENERAL,TMC,119272,685,119957,49.88,1
2021,151,RANJAN BAIDYA,MALE,38.0,SC,BJP,83523,344,83867,34.87,2
2021,151,MONALISA SINHA,FEMALE,39.0,GENERAL,CPI(M),29152,248,29400,12.22,3
2021,151,SAMIR BHATTACHARYA,MALE,62.0,GENERAL,IND,1520,1,1521,0.63,4
2021,151,AJIT BAUL,MALE,36.0,SC,BSP,1351,5,1356,0.56,5
2021,151,NEPAL CHANDRA NASKAR,MALE,64.0,SC,IND,990,3,993,0.41,6
2021,151,DULAL DAS,MALE,60.0,SC,IND,704,4,708,0.29,7
2021,151,BINANDA SING,MALE,47.0,ST,IND,576,3,579,0.24,8
2021,152,AROOP BISWAS,MALE,57.0,GENERAL,TMC,100491,949,101440,51.4,1
2021,152,BABUL SUPRIYO,MALE,50.0,GENERAL,BJP,51064,296,51360,26.02,2
2021,152,DEBDUT GHOSH,MALE,49.0,GENERAL,CPI(M),40260,337,40597,20.57,3
2021,152,DEBABRATA BERA,MALE,45.0,GENERAL,SUCI,451,3,454,0.23,4
2021,152,SUDIPTA SOM,MALE,40.0,GENERAL,IND,302,1,303,0.15,5
2021,152,SAMAR KUMAR BISWAS,MALE,66.0,GENERAL,IND,195,0,195,0.1,6
2021,152,SUBHODEEP DAS,MALE,29.0,GENERAL,IND,145,3,148,0.07,7
2021,152,ANINDITA BASU,FEMALE,50.0,GENERAL,IND,128,5,133,0.07,8
2021,152,RAJ KUMAR MISHRA,MALE,50.0,GENERAL,IND,123,3,126,0.06,9
2021,152,RABI MALIK,MALE,45.0,SC,IND,102,1,103,0.05,10
2021,152,AVIJIT SARKAR,MALE,41.0,SC,IND,101,1,102,0.05,11
2021,152,DEBASHIS DAS,MALE,54.0,GENERAL,IND,94,0,94,0.05,12
2021,153,Ratna Chatterjee,FEMALE,49.0,GENERAL,TMC,110294,674,110968,50.01,1
2021,153,Payel Sarkar,FEMALE,39.0,GENERAL,BJP,73137,403,73540,33.15,2
2021,153,Samita Har Chowdhury,FEMALE,52.0,GENERAL,CPI(M),29945,227,30172,13.6,3
2021,153,Rina Roy,FEMALE,55.0,SC,BSP,1158,17,1175,0.53,4
2021,153,Tulsi Rani Pramanik,FEMALE,40.0,SC,IND,1163,4,1167,0.53,5
2021,153,Ashis Kumar Danda,MALE,63.0,GENERAL,SUCI,658,5,663,0.3,6
2021,153,Subrata Roy,MALE,47.0,GENERAL,IND,398,5,403,0.18,7
2021,153,Dr. Arun Kumar Giri,MALE,78.0,SC,IND,269,2,271,0.12,8
2021,153,Nikhilesh Ghosh,MALE,63.0,GENERAL,IND,270,0,270,0.12,9
2021,153,Bholanath Patra,MALE,46.0,SC,IND,262,3,265,0.12,10
2021,153,Dhiman Debnath,MALE,31.0,GENERAL,IND,142,1,143,0.06,11
2021,154,PARTHA CHATTERJEE,MALE,68.0,GENERAL,TMC,113787,991,114778,49.51,1
2021,154,SRABANTI CHATTERJEE,FEMALE,33.0,GENERAL,BJP,63500,394,63894,27.56,2
2021,154,NIHAR BHAKTA,MALE,50.0,SC,CPI(M),47156,353,47509,20.49,3
2021,154,SANAT KUMAR BHAKAT,MALE,46.0,SC,IND,872,1,873,0.38,4
2021,154,AMAL DHALI,MALE,61.0,SC,BSP,855,7,862,0.37,5
2021,154,MRIDUL OJHA,MALE,29.0,SC,IND,550,0,550,0.24,6
2021,154,ARUNA RAY,FEMALE,44.0,GENERAL,IND,527,5,532,0.23,7
2021,154,VIJAY KUMAR SINGH,MALE,55.0,GENERAL,IND,384,1,385,0.17,8
2021,155,DULAL CHANDRA DAS,MALE,76.0,GENERAL,TMC,123575,433,124008,56.38,1
2021,155,UMESH DAS,MALE,56.0,GENERAL,BJP,65827,232,66059,30.03,2
2021,155,PRAVAT CHOWDHURY,MALE,45.0,GENERAL,CPI(M),25127,149,25276,11.49,3
2021,155,SUBHENDU BARIK,MALE,39.0,GENERAL,IND,1162,3,1165,0.53,4
2021,155,RINA DEBI,FEMALE,45.0,GENERAL,BSP,833,5,838,0.38,5
2021,155,DHRUBA KUMAR BOSE,MALE,50.0,GENERAL,IND,573,1,574,0.26,6
2021,156,ASHOK KUMAR DEB,MALE,71.0,GENERAL,TMC,121401,956,122357,56.41,1
2021,156,DR. TARUN KUMAR ADAK,MALE,60.0,GENERAL,BJP,77224,419,77643,35.8,2
2021,156,SK MUJIBAR RAHAMAN,MALE,41.0,GENERAL,INC,10687,122,10809,4.98,3
2021,156,MUKUL CHANDRA JANA,MALE,49.0,GENERAL,IND,1138,5,1143,0.53,4
2021,156,BHARAT LAL DAS,MALE,49.0,GENERAL,BSP,922,10,932,0.43,5
2021,156,UTTAM PAL,MALE,54.0,GENERAL,SUCI,508,7,515,0.24,6
2021,156,BISWAJIT DAS,MALE,55.0,SC,IND,385,2,387,0.18,7
2021,156,KASHYAP UPADHYAY,MALE,26.0,GENERAL,IND,367,4,371,0.17,8
2021,157,ABDUL KHALEQUE MOLLA,MALE,76.0,GENERAL,TMC,150792,274,151066,76.85,1
2021,157,RAMJIT PRASAD,MALE,49.0,GENERAL,BJP,31357,105,31462,16.0,2
2021,157,NURUZAMAN MOLLA,MALE,38.0,GENERAL,RSSCMJP,7362,27,7389,3.76,3
2021,157,PRANATI PAUL,FEMALE,56.0,GENERAL,AMB,825,4,829,0.42,4
2021,157,KRISHNENDU SENGUPTA,MALE,39.0,GENERAL,IND,731,4,735,0.37,5
2021,157,SAMSAD ALAM,MALE,45.0,GENERAL,BSP,607,2,609,0.31,6
2021,157,MD. IMTIYAZ ALAM,MALE,40.0,GENERAL,IND,495,0,495,0.25,7
2021,157,SABNAM BIBI,FEMALE,36.0,GENERAL,AIMF,404,5,409,0.21,8
2021,157,FIROZA KHATUN,FEMALE,40.0,GENERAL,JSTDVPMTP,308,3,311,0.16,9
2021,157,ANWAR RAZA,MALE,68.0,GENERAL,IND,268,1,269,0.14,10
2021,158,Firhad Hakim,MALE,62.0,GENERAL,TMC,105202,341,105543,69.23,1
2021,158,Awadh Kishore Gupta,MALE,68.0,GENERAL,BJP,36900,89,36989,24.26,2
2021,158,Md Mukhtar,MALE,52.0,GENERAL,INC,5559,31,5590,3.67,3
2021,158,Sanjay Dey,MALE,51.0,GENERAL,IND,1139,0,1139,0.75,4
2021,158,Khan Sarfaraz,MALE,45.0,GENERAL,BSP,745,3,748,0.49,5
2021,158,Kalpana Chohan,FEMALE,45.0,GENERAL,IND,427,1,428,0.28,6
2021,158,Sk Jayed Hossain,MALE,44.0,GENERAL,SUCI,180,0,180,0.12,7
2021,158,Manjay Kumar Roy,MALE,31.0,GENERAL,JD(U),174,1,175,0.11,8
2021,158,Jay Prakash Shaw,MALE,48.0,GENERAL,IND,164,1,165,0.11,9
2021,158,Biswajit Halder,MALE,61.0,GENERAL,IND,126,0,126,0.08,10
2021,159,Sobhandeb Chattopadhyay,MALE,77.0,GENERAL,TMC,73048,457,73505,57.71,1
2021,159,Rudranil Ghosh,MALE,47.0,GENERAL,BJP,44541,245,44786,35.16,2
2021,159,Md. Shadab Khan,MALE,35.0,GENERAL,INC,5159,52,5211,4.09,3
2021,159,Anita Rajwar,FEMALE,34.0,GENERAL,BSP,555,9,564,0.44,4
2021,159,Chandan Mallick,MALE,35.0,SC,IND,520,3,523,0.41,5
2021,159,Ashraf Alam,MALE,40.0,GENERAL,IND,487,1,488,0.38,6
2021,159,Bikki Rajak,MALE,30.0,SC,IND,282,1,283,0.22,7
2021,159,Deepak Prasad Singh,MALE,60.0,GENERAL,IND,230,4,234,0.18,8
2021,159,Narayan Das,MALE,60.0,GENERAL,IND,207,5,212,0.17,9
2021,160,DEBASISH KUMAR,MALE,61.0,GENERAL,TMC,64838,866,65704,52.79,1
2021,160,LT. GEN. (DR.) SUBRATA SAHA,MALE,63.0,GENERAL,BJP,43907,383,44290,35.59,2
2021,160,ASHUTOSH CHATTERJEE,MALE,34.0,GENERAL,INC,10156,158,10314,8.29,3
2021,160,PREETAM KUNDU,MALE,41.0,GENERAL,IND,666,3,669,0.54,4
2021,160,SUSMITA PAL,FEMALE,57.0,GENERAL,SUCI,536,10,546,0.44,5
2021,160,PANKAJ THAKKAR,MALE,38.0,GENERAL,IND,341,1,342,0.27,6
2021,160,ROMIT CHOWDHURY,MALE,43.0,GENERAL,NRPI,310,11,321,0.26,7
2021,160,NIRAJ AGARWAL,MALE,39.0,GENERAL,IND,177,4,181,0.15,8
2021,160,MUSARAT PARVEEN,FEMALE,37.0,GENERAL,IND,131,3,134,0.11,9
2021,160,DEBASHIS NATH,MALE,39.0,GENERAL,IND,121,2,123,0.1,10
2021,160,GOPAL GHOSH,MALE,49.0,GENERAL,IND,96,1,97,0.08,11
2021,160,SWAPAN DAS,MALE,57.0,GENERAL,BMUP,70,2,72,0.06,12
2021,161,Subrata Mukherjee,MALE,74.0,GENERAL,TMC,106223,362,106585,70.6,1
2021,161,LOKENATH CHATTERJEE,MALE,30.0,GENERAL,BJP,31054,172,31226,20.68,2
2021,161,Dr. Fuad Halim,MALE,50.0,GENERAL,CPI(M),8428,46,8474,5.61,3
2021,161,Rajendra Ram Das,MALE,45.0,SC,BSP,808,4,812,0.54,4
2021,161,KAUSHIK GHOSHAL,MALE,43.0,GENERAL,IND,642,1,643,0.43,5
2021,161,CHHANDA SAHA,FEMALE,55.0,SC,BNARP,576,4,580,0.38,6
2021,161,ANIRBAN SAHA,MALE,46.0,GENERAL,PMPT,538,3,541,0.36,7
2021,161,ZUBIN RASHID,MALE,41.0,GENERAL,IND,258,0,258,0.17,8
2021,161,SANTANU SAHA,MALE,29.0,GENERAL,IND,213,0,213,0.14,9
2021,161,AMITAVA DUTTA,MALE,54.0,GENERAL,IND,194,1,195,0.13,10
2021,161,SEKH SADIK HUSSAIN,MALE,41.0,GENERAL,UTSAP,116,2,118,0.08,11
2021,162,BANDYOPADHYAY NAYNA,FEMALE,52.0,GENERAL,TMC,69702,399,70101,62.87,1
2021,162,DEVDUTTA MAJI,MALE,41.0,GENERAL,BJP,24644,113,24757,22.2,2
2021,162,SANTOSH KUMAR PATHAK,MALE,55.0,GENERAL,INC,14184,82,14266,12.8,3
2021,162,SWAMINATH KORI,MALE,51.0,SC,BSP,263,1,264,0.24,4
2021,162,MANIKA PAUL,FEMALE,45.0,GENERAL,SUCI,201,3,204,0.18,5
2021,162,SUMANTA BHOWMICK,MALE,60.0,GENERAL,IND,169,0,169,0.15,6
2021,162,SAYANTAN PATRA,MALE,29.0,GENERAL,IND,162,1,163,0.15,7
2021,162,ISHRAT KHAN,MALE,50.0,GENERAL,IND,109,0,109,0.1,8
2021,162,ASHISH AGARWAL,MALE,41.0,GENERAL,IND,88,4,92,0.08,9
2021,162,ANIL KUMAR SINGH,MALE,47.0,GENERAL,JD(U),79,2,81,0.07,10
2021,162,AJAY KUMAR GUPTA,MALE,51.0,GENERAL,BMF,74,1,75,0.07,11
2021,163,Swarna Kamal Saha,MALE,72.0,GENERAL,TMC,101266,443,101709,64.83,1
2021,163,Priyanka Tibrewal,FEMALE,41.0,GENERAL,BJP,43248,204,43452,27.7,2
2021,163,Md. Iqbal Alam,MALE,53.0,GENERAL,RSSCMJP,4297,57,4354,2.78,3
2021,163,Prabir Dasgupta,MALE,57.0,GENERAL,IND,1934,0,1934,1.23,4
2021,163,Md. Fayaz,MALE,30.0,GENERAL,BSP,824,3,827,0.53,5
2021,163,Goutam Prasad,MALE,51.0,SC,WBSP,797,1,798,0.51,6
2021,163,Mousumi Roy,FEMALE,39.0,GENERAL,IND,769,1,770,0.49,7
2021,163,Saleha Tabassum,FEMALE,42.0,GENERAL,IND,671,0,671,0.43,8
2021,163,Md. Imran,MALE,32.0,GENERAL,IND,349,1,350,0.22,9
2021,163,Md. Enayetullah Ansari,MALE,41.0,GENERAL,AIMF,248,1,249,0.16,10
2021,163,Kundan Kumar Shaw,MALE,37.0,GENERAL,IND,205,2,207,0.13,11
2021,163,Ashok Das,MALE,47.0,SC,IND,155,1,156,0.1,12
2021,163,Arindam Roy,MALE,50.0,GENERAL,IND,137,0,137,0.09,13
2021,163,Md. Nurul Huda,MALE,28.0,GENERAL,JD(U),135,2,137,0.09,14
2021,163,Swarnalata Sarkar,FEMALE,45.0,GENERAL,BNARP,131,1,132,0.08,15
2021,164,PARESH PAUL,MALE,75.0,GENERAL,TMC,102478,704,103182,65.1,1
2021,164,KASHINATH BISWAS,MALE,66.0,GENERAL,BJP,35817,225,36042,22.74,2
2021,164,RAJIB BISWAS,MALE,59.0,SC,CPI(M),13908,137,14045,8.86,3
2021,164,SURENDAR TEWARI,MALE,53.0,GENERAL,IND,1168,0,1168,0.74,4
2021,164,ARJUN KUMAR DAS,MALE,32.0,GENERAL,BSP,751,6,757,0.48,5
2021,164,SUSOVAN DUTTA,MALE,41.0,GENERAL,IND,445,1,446,0.28,6
2021,164,SHAHAWAZ AFZAL,MALE,44.0,GENERAL,IND,435,2,437,0.28,7
2021,164,BAPI PAUL,MALE,48.0,GENERAL,ABHM,204,2,206,0.13,8
2021,164,RAKESH SHAW,MALE,39.0,GENERAL,IND,166,11,177,0.11,9
2021,164,TARUN KUMAR DAS,MALE,62.0,GENERAL,SUCI,164,4,168,0.11,10
2021,164,AVIJIT GHOSH,MALE,43.0,GENERAL,IND,134,0,134,0.08,11
2021,164,DIP SANKAR NAIYA,MALE,31.0,SC,IND,89,5,94,0.06,12
2021,164,MANASH CHOWDHURY,MALE,50.0,GENERAL,IND,84,2,86,0.05,13
2021,165,VIVEK GUPTA,MALE,45.0,GENERAL,TMC,51904,219,52123,52.67,1
2021,165,MEENA DEVI PUROHIT,FEMALE,60.0,GENERAL,BJP,39238,142,39380,39.8,2
2021,165,AJMAL KHAN,MALE,39.0,GENERAL,INC,4736,33,4769,4.82,3
2021,165,NIRMAL KANTI SAMADDAR,MALE,77.0,GENERAL,BSP,411,1,412,0.42,4
2021,165,BIJNAN KUMAR BERA,MALE,61.0,GENERAL,SUCI,405,3,408,0.41,5
2021,165,NAWAL MONDAL,MALE,43.0,GENERAL,IND,359,2,361,0.36,6
2021,165,SUSHANTA GHOSH,MALE,58.0,GENERAL,IND,178,1,179,0.18,7
2021,165,RANJIT KUMAR THAKUR,MALE,35.0,GENERAL,IND,103,1,104,0.11,8
2021,165,ANAND SINGH KHARWAR,MALE,27.0,GENERAL,IND,96,0,96,0.1,9
2021,165,ANIL KUMAR CHOUDHARY,MALE,51.0,GENERAL,IND,94,1,95,0.1,10
2021,166,Dr. SHASHI PANJA,FEMALE,58.0,GENERAL,TMC,55184,601,55785,54.18,1
2021,166,SANDIPAN BISWAS,MALE,65.0,GENERAL,BJP,33099,166,33265,32.31,2
2021,166,JIBAN PRAKASH SAHA,MALE,70.0,GENERAL,AIFB,10655,173,10828,10.52,3
2021,166,SURAJIT GHOSH,MALE,26.0,GENERAL,IND,639,0,639,0.62,4
2021,166,MUNNI MALI,FEMALE,46.0,GENERAL,SJSMP,406,3,409,0.4,5
2021,166,TARKESH RAI,MALE,41.0,GENERAL,IND,279,1,280,0.27,6
2021,166,SANJAY NANDI,MALE,46.0,GENERAL,IND,180,6,186,0.18,7
2021,166,PRAVEEN KUMAR JAIN,MALE,45.0,GENERAL,IND,138,1,139,0.13,8
2021,166,Chhaya Ghosh,FEMALE,59.0,GENERAL,IND,119,3,122,0.12,9
2021,166,CHINMOY BISWAS,MALE,30.0,GENERAL,IND,106,4,110,0.11,10
2021,166,PURNIMA BANERJEE,FEMALE,42.0,GENERAL,IND,94,0,94,0.09,11
2021,166,DILIP DAS,MALE,61.0,GENERAL,IND,49,1,50,0.05,12
2021,167,Sadhan Pande,MALE,70.0,GENERAL,TMC,67180,397,67577,50.82,1
2021,167,Kalyan Chaubey,MALE,42.0,GENERAL,BJP,47180,159,47339,35.6,2
2021,167,Rupa Bagchi,FEMALE,55.0,GENERAL,CPI(M),13390,123,13513,10.16,3
2021,167,Nimai Nath,MALE,48.0,GENERAL,IND,783,0,783,0.59,4
2021,167,Ajay Prajapati,MALE,26.0,GENERAL,BSP,667,2,669,0.5,5
2021,167,Subir Das,MALE,53.0,SC,BMUP,405,3,408,0.31,6
2021,167,Somnath Das,MALE,30.0,GENERAL,IND,390,0,390,0.29,7
2021,167,Somen Das,MALE,40.0,GENERAL,IND,257,0,257,0.19,8
2021,167,Moumita Manna,FEMALE,27.0,GENERAL,IND,239,1,240,0.18,9
2021,167,Tarun Banerjee,MALE,50.0,GENERAL,SP(I),203,0,203,0.15,10
2021,167,Bablu Dey,MALE,32.0,GENERAL,IND,168,0,168,0.13,11
2021,168,Atin Ghosh,MALE,62.0,GENERAL,TMC,75274,908,76182,56.48,1
2021,168,Sibaji Sinha Roy,MALE,63.0,GENERAL,BJP,40424,368,40792,30.24,2
2021,168,PRATIP DASGUPTA,MALE,47.0,GENERAL,CPI(M),14504,253,14757,10.94,3
2021,168,SHIO KUMAR KHATIK,MALE,47.0,SC,BSP,532,7,539,0.4,4
2021,168,Rajesh Kumar Das,MALE,33.0,SC,IND,233,1,234,0.17,5
2021,168,KUSH MAHALI,MALE,27.0,ST,IND,229,5,234,0.17,6
2021,168,SHREE NARAYAN TANDON,MALE,60.0,GENERAL,IND,206,1,207,0.15,7
2021,168,TAPAS GHOSH,MALE,57.0,GENERAL,IND,206,0,206,0.15,8
2021,168,MD SHAKIL,MALE,50.0,GENERAL,IND,137,7,144,0.11,9
2021,169,RANA CHATTERJEE,MALE,48.0,GENERAL,TMC,53223,124,53347,42.38,1
2021,169,BAISHALI DALMIYA,FEMALE,51.0,GENERAL,BJP,46992,118,47110,37.43,2
2021,169,DIPSITA DHAR,FEMALE,28.0,GENERAL,CPI(M),21924,116,22040,17.51,3
2021,169,RAJKUMAR DHANUK,MALE,48.0,SC,IND,586,1,587,0.47,4
2021,169,PUTUL CHOWDHURY,FEMALE,47.0,GENERAL,SUCI,442,0,442,0.35,5
2021,169,SURYA KANTA GHOSH,MALE,48.0,GENERAL,IND,404,0,404,0.32,6
2021,169,JITENDRA PRASAD,MALE,30.0,GENERAL,IND,292,0,292,0.23,7
2021,169,MAYA SAMANTA,FEMALE,41.0,GENERAL,IND,171,1,172,0.14,8
2021,169,INDRANATH DAS,MALE,45.0,SC,IND,98,0,98,0.08,9
2021,169,GOUTAM DAS,MALE,38.0,SC,IND,93,0,93,0.07,10
2021,169,UJJWALA BISWAS,FEMALE,39.0,SC,IND,82,0,82,0.07,11
2021,170,GAUTAM CHOWDHURI,MALE,48.0,GENERAL,TMC,71408,167,71575,47.81,1
2021,170,UMESH RAI,MALE,43.0,GENERAL,BJP,65936,117,66053,44.12,2
2021,170,PAWAN KUMAR SINGH,MALE,43.0,GENERAL,CPI(M),8091,42,8133,5.43,3
2021,170,SUBHASH KUMAR SINGHI,MALE,50.0,GENERAL,IND,911,0,911,0.61,4
2021,170,SUNIL SAU,MALE,44.0,GENERAL,IND,302,0,302,0.2,5
2021,170,ASHOK KUMAR SHARMA,MALE,38.0,GENERAL,HAMS,250,1,251,0.17,6
2021,170,SHYAM PRASAD RAM,MALE,49.0,SC,IND,167,0,167,0.11,7
2021,170,VIJAY SHAH,MALE,50.0,GENERAL,IND,162,0,162,0.11,8
2021,170,SISIR SAMANTA,MALE,61.0,GENERAL,IND,104,2,106,0.07,9
2021,170,DHARMENDRA RAI,MALE,26.0,GENERAL,IND,103,1,104,0.07,10
2021,170,GANESHLAL GUPTA,MALE,47.0,GENERAL,NRPI,98,0,98,0.07,11
2021,170,VINIT KUMAR RAI,MALE,37.0,GENERAL,IND,97,0,97,0.06,12
2021,170,RAJ KUMAR PASWAN,MALE,48.0,SC,BMF,91,0,91,0.06,13
2021,171,"Arup Roy, S/o Late Prabhat Roy",MALE,65.0,GENERAL,TMC,111343,211,111554,57.16,1
2021,171,Sanjay Singh,MALE,52.0,GENERAL,BJP,64885,122,65007,33.31,2
2021,171,Palash Bhandari,MALE,58.0,GENERAL,INC,12904,38,12942,6.63,3
2021,171,Anamika Singh,FEMALE,45.0,GENERAL,JD(U),544,1,545,0.28,4
2021,171,Samir Mondal,MALE,48.0,GENERAL,IND,488,0,488,0.25,5
2021,171,Subrata Mondal,MALE,55.0,SC,IND,460,0,460,0.24,6
2021,171,Shrirup Das,MALE,60.0,GENERAL,SUCI,282,2,284,0.15,7
2021,171,"Arup Roy, S/o Late Gopal Roy",MALE,54.0,SC,IND,267,0,267,0.14,8
2021,171,Md. Nazir Alam,MALE,47.0,GENERAL,IND,243,0,243,0.12,9
2021,171,Pankoj Gar,MALE,45.0,SC,IND,238,1,239,0.12,10
2021,171,Chandrakant Jaiswal,MALE,39.0,GENERAL,VINPA,153,1,154,0.08,11
2021,171,Babu Malick,MALE,46.0,SC,IND,124,1,125,0.06,12
2021,171,Pradip Kanji,MALE,44.0,SC,IND,101,0,101,0.05,13
2021,172,Manoj Tiwary,MALE,35.0,GENERAL,TMC,92048,324,92372,50.69,1
2021,172,Rathin Chakrabarty,MALE,51.0,GENERAL,BJP,59574,195,59769,32.8,2
2021,172,Jagannath Bhattacharyya,MALE,67.0,GENERAL,AIFB,24817,153,24970,13.7,3
2021,172,Surojit Das,MALE,29.0,GENERAL,IND,905,2,907,0.5,4
2021,172,Rajib Bhattacharya,MALE,29.0,GENERAL,IND,638,0,638,0.35,5
2021,172,Kartick Shil,MALE,56.0,GENERAL,SUCI,600,1,601,0.33,6
2021,172,Anupam Sarkar,MALE,42.0,GENERAL,IND,342,1,343,0.19,7
2021,172,Pritam Das,MALE,30.0,SC,IND,267,4,271,0.15,8
2021,172,Abhisek Kumar Chatterjee,MALE,27.0,GENERAL,IND,244,5,249,0.14,9
2021,172,Arim Roy,MALE,32.0,GENERAL,IND,186,1,187,0.1,10
2021,173,NANDITA CHOWDHURY,FEMALE,60.0,GENERAL,TMC,116651,188,116839,53.86,1
2021,173,RANTIDEV SENGUPTA,MALE,62.0,GENERAL,BJP,66088,182,66270,30.55,2
2021,173,SUMITRO ADHIKARY,MALE,46.0,GENERAL,CPI(M),27168,119,27287,12.58,3
2021,173,SUSHANTA MONDAL,MALE,43.0,GENERAL,IND,1063,0,1063,0.49,4
2021,173,AMIT KUMAR GHOSH,MALE,58.0,GENERAL,JD(U),654,0,654,0.3,5
2021,173,SAMRAT CHATTOPADHYAY,MALE,37.0,GENERAL,IND,457,1,458,0.21,6
