year,ac_no,candidate,gender,age,category,party,general_votes,postal_votes,total_votes,vote_pct,position
2026,36,Saidur Rahaman,MALE,39.0,GENERAL,BUP,87,1,88,0.04,12
2026,36,Tufan Baraman,MALE,36.0,SC,IND,77,1,78,0.04,13
2026,36,Dilip Kumar Barman,MALE,44.0,SC,IND,67,1,68,0.03,14
2026,36,Khitan Barman,MALE,33.0,SC,IND,58,1,59,0.03,15
2026,37,Tapas Chandra Roy,MALE,39.0,SC,BJP,96963,474,97437,48.83,1
2026,37,Rekha Roy,FEMALE,39.0,SC,TMC,88086,288,88374,44.29,2
2026,37,Jyotirmoy Roy,MALE,45.0,SC,RSP,6820,41,6861,3.44,3
2026,37,Bablu Sarkar,MALE,47.0,SC,INC,2635,10,2645,1.33,4
2026,37,Paresh Adhikari,MALE,58.0,SC,IND,1167,0,1167,0.58,5
2026,37,Jugal Biswas,MALE,45.0,SC,IND,602,1,603,0.3,6
2026,37,Nirod Candra Roy,MALE,49.0,SC,IND,494,0,494,0.25,7
2026,37,Kansha Roy,MALE,38.0,SC,IND,358,3,361,0.18,8
2026,38,Toraf Hossain Mandal,MALE,66.0,GENERAL,TMC,82478,313,82791,47.62,1
2026,38,Subhendu Sarkar,MALE,51.0,GENERAL,BJP,75579,527,76106,43.77,2
2026,38,Mofazzal Hossain,MALE,66.0,GENERAL,CPI(M),10085,64,10149,5.84,3
2026,38,Golam Mortuja Mondal,MALE,43.0,GENERAL,INC,1395,9,1404,0.81,4
2026,38,Bipul Tudu,MALE,47.0,ST,BSP,915,1,916,0.53,5
2026,38,Ranjit Dev,MALE,63.0,GENERAL,SUCI,722,2,724,0.42,6
2026,38,Ruhul Amin Haque,MALE,62.0,GENERAL,IND,539,0,539,0.31,7
2026,38,Charlesh Kisku,MALE,35.0,ST,IND,449,2,451,0.26,8
2026,39,Bidyut Kumar Roy,MALE,62.0,GENERAL,BJP,93950,1747,95697,60.45,1
2026,39,Arpita Ghosh,FEMALE,59.0,GENERAL,TMC,47581,540,48121,30.4,2
2026,39,Arnab Chowdhury,MALE,43.0,GENERAL,RSP,8398,195,8593,5.43,3
2026,39,Pradip Kumar Mitra,MALE,71.0,GENERAL,INC,1620,28,1648,1.04,4
2026,39,Jogesh Chandra Murmu,MALE,46.0,ST,BSP,626,3,629,0.4,5
2026,39,Mithun Barman,MALE,34.0,SC,IND,510,2,512,0.32,6
2026,39,Sushil Mardi,MALE,42.0,ST,IND,458,2,460,0.29,7
2026,39,Namita Mahanta (poli),FEMALE,50.0,GENERAL,SUCI,290,9,299,0.19,8
2026,39,Pradyut Kumar Saha,MALE,59.0,GENERAL,IND,285,5,290,0.18,9
2026,39,Dipankar Barman,MALE,40.0,SC,IND,189,5,194,0.12,10
2026,39,Dulal Barman,MALE,59.0,SC,IND,174,1,175,0.11,11
2026,39,Masuma Khatun,FEMALE,33.0,GENERAL,AJUP,120,2,122,0.08,12
2026,39,Narottam Saha,MALE,54.0,GENERAL,AMB,111,1,112,0.07,13
2026,40,Budhrai Tudu,MALE,52.0,ST,BJP,104931,849,105780,56.66,1
2026,40,Chintamani Biha,FEMALE,37.0,ST,TMC,68427,366,68793,36.85,2
2026,40,Bappai Horo,MALE,41.0,ST,RSP,5855,85,5940,3.18,3
2026,40,Bankim Chandra Toppo,MALE,55.0,ST,INC,1601,15,1616,0.87,4
2026,40,Jyoti Kujur,MALE,33.0,ST,BSP,920,2,922,0.49,5
2026,40,Arjun Mardi,MALE,31.0,ST,IND,453,0,453,0.24,6
2026,40,Sukanta Kisku,MALE,32.0,ST,IND,424,4,428,0.23,7
2026,40,Avijit Baskey,MALE,35.0,ST,IND,398,2,400,0.21,8
2026,40,Bikash Nona,MALE,31.0,ST,SUCI,334,2,336,0.18,9
2026,40,Brijesh Hembram,MALE,31.0,ST,IND,325,3,328,0.18,10
2026,40,Manuel Hansada,MALE,40.0,ST,AJUP,264,1,265,0.14,11
2026,41,Satyendra Nath Roy,MALE,69.0,SC,BJP,104013,1070,105083,54.5,1
2026,41,Goutam Das,MALE,52.0,SC,TMC,76260,484,76744,39.8,2
2026,41,Biplab Barman,MALE,38.0,SC,CPI(M),5868,123,5991,3.11,3
2026,41,Jui Barman,FEMALE,30.0,SC,INC,1561,9,1570,0.81,4
2026,41,Jatindra Nath Barman,MALE,69.0,SC,BSP,606,5,611,0.32,5
2026,41,Sadhan Biswas,MALE,37.0,SC,IND,567,2,569,0.3,6
2026,41,Amrita Barman,MALE,37.0,SC,SUCI,526,4,530,0.27,7
2026,41,Tarun Ray,MALE,42.0,SC,IND,286,1,287,0.15,8
2026,42,Biplab Mitra,MALE,74.0,GENERAL,TMC,92622,476,93098,45.62,1
2026,42,Debabrata Majumder,MALE,43.0,GENERAL,BJP,90481,631,91112,44.65,2
2026,42,Subhasish Pal (sona),MALE,55.0,GENERAL,INC,8434,28,8462,4.15,3
2026,42,Gautam Goswami,MALE,66.0,GENERAL,CPI(M),6184,70,6254,3.06,4
2026,42,Mihir Chandra Ray,MALE,56.0,SC,IND,1203,2,1205,0.59,5
2026,42,Ramkrishna Mahato,MALE,35.0,GENERAL,IND,996,1,997,0.49,6
2026,42,Pradeep Hansda,MALE,39.0,ST,APOI,754,3,757,0.37,7
2026,42,Bholanath Sarkar,MALE,37.0,SC,IND,489,3,492,0.24,8
2026,42,Ahidur Rahaman,MALE,45.0,GENERAL,AJUP,428,2,430,0.21,9
2026,42,Lalit Orawn,MALE,43.0,ST,SUCI,252,2,254,0.12,10
2026,43,Joyel Murmu,MALE,42.0,ST,BJP,140972,1090,142062,62.41,1
2026,43,Amal Kisku,MALE,43.0,ST,TMC,63550,324,63874,28.06,2
2026,43,Basudev Murmu,MALE,43.0,ST,CPI(M),8651,74,8725,3.83,3
2026,43,Baburam Kisku,MALE,42.0,ST,IND,4567,12,4579,2.01,4
2026,43,Rajen Soren,MALE,43.0,ST,INC,2476,14,2490,1.09,5
2026,43,Manjla Mardi,MALE,43.0,ST,IND,1240,5,1245,0.55,6
2026,43,Lakhin Hembrom,MALE,30.0,ST,IND,1235,0,1235,0.54,7
2026,43,Nicholas Soren,MALE,34.0,ST,KPPU,569,1,570,0.25,8
2026,43,Babulal Hasda,MALE,39.0,ST,AJUP,385,0,385,0.17,9
2026,43,Bimal Murmu,MALE,40.0,ST,SUCI,327,2,329,0.14,10
2026,44,Chinmoy Deb Barman,MALE,42.0,SC,BJP,130493,1048,131541,53.94,1
2026,44,Prasenjit Das,MALE,36.0,SC,TMC,92954,395,93349,38.28,2
2026,44,Kshitish Chandra Sarkar,MALE,67.0,SC,CPI(M),5899,50,5949,2.44,3
2026,44,Prem Chowdhury,MALE,39.0,SC,INC,5024,26,5050,2.07,4
2026,44,Mirana Sarkar,FEMALE,46.0,SC,IND,1372,0,1372,0.56,5
2026,44,Bijoy Kumar Biswas,MALE,38.0,SC,IND,1320,1,1321,0.54,6
2026,44,Sushil Chandra Barman,MALE,44.0,SC,APOI,1254,1,1255,0.51,7
2026,44,Sudipta Roy,MALE,38.0,SC,BSP,579,4,583,0.24,8
2026,44,Minoti Sarkar,FEMALE,53.0,SC,MPOI,506,2,508,0.21,9
2026,44,Ratan Roy,MALE,38.0,SC,AJUP,400,2,402,0.16,10
2026,44,Supen Kumar Roy,MALE,57.0,SC,SUCI,378,1,379,0.16,11
2026,44,Chandan Mandal,MALE,36.0,SC,IND,377,0,377,0.15,12
2026,44,Ujjwal Barman,MALE,38.0,SC,IND,306,0,306,0.13,13
2026,45,Prasun Banerjee,MALE,56.0,GENERAL,TMC,127677,337,128014,54.61,1
2026,45,Ratan Das,MALE,58.0,SC,BJP,63749,391,64140,27.36,2
2026,45,Asif Mehbub,MALE,44.0,GENERAL,INC,16282,54,16336,6.97,3
2026,45,Anwarul Hoque,MALE,42.0,GENERAL,CPI(M),13453,69,13522,5.77,4
2026,45,Anjarul Hoque,MALE,43.0,GENERAL,IND,6602,17,6619,2.82,5
2026,45,Abdul Khaleque,MALE,58.0,GENERAL,IND,986,2,988,0.42,6
2026,45,Younish Mia,MALE,39.0,GENERAL,BSP,889,1,890,0.38,7
2026,45,Mastar Shahjahan Ali,MALE,51.0,GENERAL,WPOI,708,3,711,0.3,8
2026,45,Md Masiur Rahaman,MALE,51.0,GENERAL,AJUP,645,0,645,0.28,9
2026,45,Jhantu Kumar Rabidas,MALE,51.0,SC,SUCI,525,2,527,0.22,10
2026,45,Munna Thakur,MALE,39.0,GENERAL,IND,523,0,523,0.22,11
2026,45,Abdul Bari,MALE,34.0,GENERAL,IND,466,3,469,0.2,12
2026,45,Bhakta Prasad Saha,MALE,39.0,SC,RAJSPTY,244,0,244,0.1,13
2026,46,Md. Matibur Rahaman,MALE,38.0,GENERAL,TMC,112766,338,113104,49.8,1
2026,46,Ratan Das,MALE,41.0,GENERAL,BJP,64552,281,64833,28.55,2
2026,46,Mostaque Alam,MALE,69.0,GENERAL,INC,31312,119,31431,13.84,3
2026,46,Sk Khalil,MALE,56.0,GENERAL,CPI(M),12727,59,12786,5.63,4
2026,46,Bhudeb Das,MALE,31.0,GENERAL,IND,1153,0,1153,0.51,5
2026,46,Efrajul Hoque,MALE,49.0,GENERAL,BSP,747,2,749,0.33,6
2026,46,Phatik Kumar Das,MALE,44.0,SC,IND,707,2,709,0.31,7
2026,46,Mohd. Tafazzul Haque,MALE,42.0,GENERAL,AJUP,354,0,354,0.16,8
2026,46,Md Oliur Rahaman,MALE,36.0,GENERAL,RAJSPTY,325,2,327,0.14,9
2026,46,Md. Serajuddin,MALE,25.0,GENERAL,IND,280,1,281,0.12,10
2026,46,Musaraf Hossain,MALE,41.0,GENERAL,SUCI,221,3,224,0.1,11
2026,46,Kishor Sharma,MALE,50.0,GENERAL,IND,194,0,194,0.09,12
2026,47,Abdur Rahim Boxi,MALE,62.0,GENERAL,TMC,103876,247,104123,51.54,1
2026,47,Mausam B Noor,FEMALE,46.0,GENERAL,INC,44255,121,44376,21.96,2
2026,47,Ashis Das,MALE,57.0,GENERAL,BJP,43150,196,43346,21.45,3
2026,47,Minarul Hosen,MALE,46.0,GENERAL,CPI(M),6105,31,6136,3.04,4
2026,47,Pradip Kumar Das,MALE,32.0,GENERAL,BSP,928,1,929,0.46,5
2026,47,Md Abu Tahir,MALE,33.0,GENERAL,AJUP,399,0,399,0.2,6
2026,47,Samim Aktar,MALE,26.0,GENERAL,IND,372,1,373,0.18,7
2026,47,Azizur Rahman,MALE,35.0,GENERAL,RSSCMJP,323,1,324,0.16,8
2026,47,Md. Selim,MALE,40.0,GENERAL,WPOI,311,1,312,0.15,9
2026,47,Rahul Sk,MALE,28.0,GENERAL,IND,264,0,264,0.13,10
2026,48,Samar Mukherjee,MALE,84.0,GENERAL,TMC,106307,527,106834,45.82,1
2026,48,Abishek Singhania,MALE,48.0,GENERAL,BJP,73544,728,74272,31.86,2
2026,48,Alam Mottakin,MALE,47.0,GENERAL,INC,31353,172,31525,13.52,3
2026,48,Jahur Alam,MALE,61.0,GENERAL,CPI(M),12926,100,13026,5.59,4
2026,48,Lakshi Narayan Chowdhury,MALE,65.0,SC,IND,1189,1,1190,0.51,5
2026,48,Mantu Mandal,MALE,34.0,GENERAL,PPID,1063,0,1063,0.46,6
2026,48,Arjun Mandal,MALE,31.0,GENERAL,IND,871,1,872,0.37,7
2026,48,Lopamudra Jha,FEMALE,56.0,GENERAL,IND,673,0,673,0.29,8
2026,48,Soutam Kr. Singha,MALE,25.0,GENERAL,IND,480,1,481,0.21,9
2026,48,Royal Islam,MALE,35.0,GENERAL,AJUP,473,1,474,0.2,10
2026,48,Bikash Mandal,MALE,31.0,GENERAL,IND,360,0,360,0.15,11
2026,48,Md. Shariful,MALE,53.0,GENERAL,WPOI,324,0,324,0.14,12
2026,48,Nur Mohammad,MALE,56.0,GENERAL,IND,311,1,312,0.13,13
2026,48,Md Sohel,MALE,30.0,GENERAL,RSSCMJP,285,0,285,0.12,14
2026,49,Gour Chandra Mandal,MALE,47.0,SC,BJP,109266,852,110118,48.86,1
2026,49,Kabita Mandal,FEMALE,55.0,SC,TMC,95365,815,96180,42.68,2
2026,49,Ansarul Haque (kalu),MALE,56.0,GENERAL,INC,9094,107,9201,4.08,3
2026,49,Debajyoti Sinha (babu),MALE,51.0,GENERAL,CPI(M),6376,123,6499,2.88,4
2026,49,Md Sariful,MALE,43.0,GENERAL,IND,1006,0,1006,0.45,5
2026,49,Amal Kumar Rabidas,MALE,41.0,SC,IND,618,1,619,0.27,6
2026,49,Md Tohidur Rahaman,MALE,30.0,GENERAL,AJUP,539,0,539,0.24,7
2026,50,Gopal Chandra Saha,MALE,49.0,SC,BJP,122375,1281,123656,56.0,1
2026,50,Lipika Barman Ghosh,FEMALE,37.0,SC,TMC,73098,430,73528,33.3,2
2026,50,Bhupendra Nath Halder (arjun),MALE,59.0,SC,INC,12891,86,12977,5.88,3
2026,50,Dipak Barman,MALE,48.0,SC,CPI,2292,40,2332,1.06,4
2026,50,Nitai Mandal,MALE,54.0,SC,IND,1947,8,1955,0.89,5
2026,50,Santanu Roy,MALE,30.0,SC,IND,1462,2,1464,0.66,6
2026,50,Haridas Karmakar,MALE,58.0,SC,BSP,849,3,852,0.39,7
2026,50,Sumitra Sarkar,FEMALE,32.0,SC,IND,659,0,659,0.3,8
2026,50,Matindra Nath Rajbanshi,MALE,50.0,SC,IND,458,1,459,0.21,9
2026,50,Kalyan Rajbanshi,MALE,35.0,SC,AJUP,292,3,295,0.13,10
2026,50,Basudeb Sarkar,MALE,48.0,SC,SUCI,216,3,219,0.1,11
2026,50,Surajit Halder,MALE,35.0,SC,KPPU,197,3,200,0.09,12
2026,51,Amlan Bhaduri (buro),MALE,51.0,GENERAL,BJP,151507,2589,154096,65.7,1
2026,51,Asis Kundu (pata),MALE,56.0,GENERAL,TMC,59689,623,60312,25.71,2
2026,51,Ambar Mitra,MALE,67.0,GENERAL,CPI(M),6890,232,7122,3.04,3
2026,51,Alam Masud,MALE,47.0,GENERAL,INC,6864,65,6929,2.95,4
2026,51,Safiul Hoque,MALE,48.0,GENERAL,IND,1401,1,1402,0.6,5
2026,51,Nitish Kumar Mandal,MALE,61.0,SC,BSP,747,2,749,0.32,6
2026,51,Firoj Rahaman,MALE,45.0,GENERAL,IND,727,0,727,0.31,7
2026,51,Sanat Dutta,MALE,72.0,GENERAL,IND,491,4,495,0.21,8
2026,51,Naresh Pal,MALE,48.0,GENERAL,IND,309,3,312,0.13,9
2026,51,Md Unush Ali,MALE,73.0,GENERAL,AJUP,262,0,262,0.11,10
2026,51,Gautam Sarkar,MALE,50.0,SC,SUCI,217,1,218,0.09,11
2026,51,Asamay Mandal,MALE,49.0,GENERAL,IND,207,2,209,0.09,12
2026,52,Islam Md Najrul,MALE,47.0,GENERAL,TMC,65206,499,65705,40.51,1
2026,52,Nibaran Ghosh,MALE,34.0,GENERAL,BJP,54802,407,55209,34.04,2
2026,52,Sayem Chowdhury (babu),MALE,46.0,GENERAL,INC,27215,236,27451,16.93,3
2026,52,Mo Sahajahan Ali,MALE,52.0,GENERAL,AISF,9216,40,9256,5.71,4
2026,52,Advocate Mostahid Haque,MALE,36.0,GENERAL,AIMIM,1930,5,1935,1.19,5
2026,52,Shyamal Kumar Saha,MALE,45.0,SC,IND,570,1,571,0.35,6
2026,52,Nibaran Mandal,MALE,61.0,SC,IND,379,0,379,0.23,7
2026,52,Pankaj Chandra Mandal,MALE,27.0,SC,IND,344,0,344,0.21,8
2026,53,Sabina Yeasmin,FEMALE,48.0,GENERAL,TMC,112438,357,112795,49.66,1
2026,53,Abdul Hannan,MALE,70.0,GENERAL,INC,52216,292,52508,23.12,2
2026,53,Md. Karimullah Haque,MALE,44.0,GENERAL,AISF,28986,40,29026,12.78,3
2026,53,Abhijit Rajak,MALE,36.0,GENERAL,BJP,19916,150,20066,8.83,4
2026,53,Manirul Islam,MALE,40.0,GENERAL,AIMIM,4817,5,4822,2.12,5
2026,53,Md Irak Ajam,MALE,49.0,GENERAL,IND,2227,2,2229,0.98,6
2026,53,Md Faruque Sekh,MALE,38.0,SC,BSP,1038,0,1038,0.46,7
2026,53,Md Jasimuddin,MALE,36.0,GENERAL,IND,930,3,933,0.41,8
2026,53,Md Nasirul Sk,MALE,50.0,GENERAL,IND,877,2,879,0.39,9
2026,53,Debanjan Poddar,MALE,31.0,SC,IND,681,0,681,0.3,10
2026,53,Abdul Hannan,MALE,51.0,GENERAL,IND,592,1,593,0.26,11
2026,53,Sabina Yasmin,FEMALE,46.0,GENERAL,JESM,208,1,209,0.09,12
2026,53,Aktar Samim,MALE,28.0,GENERAL,IND,208,0,208,0.09,13
2026,53,Md Naimullah Ansari,MALE,37.0,GENERAL,NBNGPLPP,186,0,186,0.08,14
2026,54,Raju Karmakar,MALE,54.0,GENERAL,BJP,108106,586,108692,48.34,1
2026,54,Chandana Sarkar,FEMALE,45.0,SC,TMC,61500,311,61811,27.49,2
2026,54,Mamuni Mandal,FEMALE,35.0,SC,INC,46286,164,46450,20.66,3
2026,54,Muzkera Bibi,FEMALE,35.0,GENERAL,AJUP,1581,3,1584,0.7,4
2026,54,Dundubhi Saha(papan),MALE,66.0,GENERAL,RSP,1018,9,1027,0.46,5
2026,54,Nikhil Chandra Mandal,MALE,56.0,SC,BSP,819,1,820,0.36,6
2026,54,Md Arif Choudhury,MALE,26.0,GENERAL,NBNGPLPP,767,4,771,0.34,7
2026,54,Ananda Ghosh,MALE,39.0,GENERAL,SUCI,767,0,767,0.34,8
2026,54,Nityagopal Lala,MALE,50.0,GENERAL,IND,431,2,433,0.19,9
2026,54,Biswajit Mandal,MALE,30.0,SC,IND,399,0,399,0.18,10
2026,54,Manjur Alahi Munshi,MALE,61.0,GENERAL,BRRTD,295,1,296,0.13,11
2026,55,Motab Shaikh,MALE,57.0,GENERAL,INC,62942,108,63050,36.06,1
2026,55,Sunil Chowdhuri,MALE,56.0,GENERAL,BJP,54640,217,54857,31.38,2
2026,55,Amirul Islam,MALE,53.0,GENERAL,TMC,47169,87,47256,27.03,3
2026,55,Mozaffar Hossain,MALE,51.0,GENERAL,CPI(M),4159,18,4177,2.39,4
2026,55,Shashanka Das,MALE,39.0,SC,IND,799,1,800,0.46,5
2026,55,Imtiaz Ahmed Mollah,MALE,59.0,GENERAL,AJUP,780,1,781,0.45,6
2026,55,Nandalal Ghosh,MALE,36.0,GENERAL,IND,695,0,695,0.4,7
2026,55,Azmerul Sk,MALE,38.0,GENERAL,RSSCMJP,484,0,484,0.28,8
2026,55,Sulaiman Shaikh,MALE,39.0,GENERAL,IND,427,0,427,0.24,9
2026,55,Alok Kumar Mandal,MALE,48.0,GENERAL,IND,217,0,217,0.12,10
2026,55,Abdul Kader,MALE,49.0,GENERAL,IND,186,0,186,0.11,11
2026,55,Tilottama Haldar,FEMALE,51.0,SC,BNARP,128,0,128,0.07,12
2026,56,Mohammed Noor Alam,MALE,43.0,GENERAL,TMC,61802,116,61918,39.84,1
2026,56,Md Najme Alam,MALE,42.0,GENERAL,INC,54231,100,54331,34.96,2
2026,56,Sasti Charan Ghosh,MALE,81.0,GENERAL,BJP,34362,160,34522,22.21,3
2026,56,Motajul Islam,MALE,39.0,GENERAL,IND,830,0,830,0.53,4
2026,56,Md Meraj Sorif,MALE,35.0,GENERAL,RSSCMJP,499,2,501,0.32,5
2026,56,Md. Selim Ansari,MALE,45.0,GENERAL,IND,489,1,490,0.32,6
2026,56,Md. Nazim Sk,MALE,44.0,GENERAL,IND,458,0,458,0.29,7
2026,56,Rabiul Hoque,MALE,65.0,GENERAL,SUCI,322,0,322,0.21,8
2026,56,Abdul Hai,MALE,47.0,GENERAL,IND,245,1,246,0.16,9
2026,56,Anup Bhaskar,MALE,42.0,GENERAL,IND,158,0,158,0.1,10
2026,57,Emani Biswas,MALE,51.0,GENERAL,TMC,81072,258,81330,36.83,1
2026,57,Mahabir Ghosh,MALE,41.0,GENERAL,BJP,68712,261,68973,31.23,2
2026,57,Alfajuddin Biswas,MALE,59.0,GENERAL,INC,61228,116,61344,27.78,3
2026,57,Md Zaid,MALE,43.0,GENERAL,AIMIM,2561,4,2565,1.16,4
2026,57,Badirul Islam,MALE,48.0,GENERAL,IND,1364,1,1365,0.62,5
2026,57,Md Sanaul Hoque,MALE,35.0,GENERAL,IND,1211,1,1212,0.55,6
2026,57,A. K. M Hasanujjaman,MALE,57.0,GENERAL,RSP,961,7,968,0.44,7
2026,57,Anup Kumar Singha,MALE,51.0,SC,SUCI,803,1,804,0.36,8
2026,57,Kausik Das,MALE,43.0,GENERAL,IND,422,1,423,0.19,9
2026,57,Rajib Chatterjee,MALE,45.0,GENERAL,BLRP,132,1,133,0.06,10
2026,58,Chitta Mukherjee,MALE,75.0,GENERAL,BJP,90481,720,91201,42.9,1
2026,58,Jakir Hossain,MALE,53.0,GENERAL,TMC,80356,303,80659,37.94,2
2026,58,Mohammad Imran Ali,MALE,34.0,GENERAL,INC,31107,121,31228,14.69,3
2026,58,Aloke Kumar Das,MALE,42.0,GENERAL,CPI(M),3962,45,4007,1.88,4
2026,58,Mirza Nashir Uddin,MALE,69.0,GENERAL,SUCI,1809,4,1813,0.85,5
2026,58,Soma Saha Das,FEMALE,47.0,SC,IND,1123,2,1125,0.53,6
2026,58,Md Hasanuzzaman,MALE,36.0,GENERAL,AJUP,881,1,882,0.41,7
2026,58,Prabir Halder,MALE,31.0,SC,BLRP,302,1,303,0.14,8
2026,58,Bapi Sk,MALE,28.0,GENERAL,BNARP,244,1,245,0.12,9
2026,59,Akhruzzaman,MALE,61.0,GENERAL,TMC,88679,230,88909,45.65,1
2026,59,Nasir Saikh,MALE,48.0,GENERAL,INC,48248,106,48354,24.83,2
2026,59,Surojit Poddar,MALE,41.0,SC,BJP,35036,148,35184,18.06,3
2026,59,Abul Hasnat,MALE,65.0,GENERAL,CPI(M),12944,41,12985,6.67,4
2026,59,Md Imran Solanki,MALE,42.0,GENERAL,AIMIM,5883,2,5885,3.02,5
2026,59,Senjarul Islam,MALE,32.0,GENERAL,BNARP,539,0,539,0.28,6
2026,59,Rabiul Alam,MALE,54.0,GENERAL,SUCI,477,3,480,0.25,7
2026,59,Rejaul Karim,MALE,49.0,GENERAL,IND,476,0,476,0.24,8
2026,60,Bayron Biswas,MALE,41.0,GENERAL,TMC,90455,326,90781,43.72,1
2026,60,Tapas Kumar Chakraborty,MALE,63.0,GENERAL,BJP,56250,271,56521,27.22,2
2026,60,Masiur Rahaman,MALE,36.0,GENERAL,SDPI,42389,106,42495,20.46,3
2026,60,Manoj Chakraborty,MALE,72.0,GENERAL,INC,10291,57,10348,4.98,4
2026,60,Shibati Mummu,FEMALE,39.0,ST,MPOI,1858,3,1861,0.9,5
2026,60,Joges Marjit,MALE,33.0,GENERAL,IND,1266,0,1266,0.61,6
2026,60,Golam Kibria,MALE,57.0,GENERAL,IND,840,0,840,0.4,7
2026,60,Dhananjay Banerjee,MALE,51.0,GENERAL,AMB,747,1,748,0.36,8
2026,60,Mirza Lutful Hoque,MALE,49.0,GENERAL,SUCI,513,2,515,0.25,9
2026,60,Kishor Mondal,MALE,25.0,GENERAL,IND,347,0,347,0.17,10
2026,61,Abdul Aziz Doctor,MALE,30.0,GENERAL,TMC,67750,204,67954,37.72,1
2026,61,Touhidur Rahaman Suman,MALE,30.0,GENERAL,INC,48844,150,48994,27.19,2
2026,61,Amar Kumar Das,MALE,49.0,SC,BJP,35365,131,35496,19.7,3
2026,61,Babluzzaman Md,MALE,49.0,GENERAL,CPI(M),21834,98,21932,12.17,4
2026,61,Md Tarik Aziz,MALE,33.0,GENERAL,AIMIM,2316,3,2319,1.29,5
2026,61,Zinnatun Nesha,FEMALE,37.0,GENERAL,IND,957,0,957,0.53,6
2026,61,Md Fihian Ali,MALE,29.0,GENERAL,IND,938,1,939,0.52,7
2026,61,Mousumi Khatun,FEMALE,34.0,GENERAL,BNARP,306,3,309,0.17,8
2026,61,Muntasir Zamil,MALE,59.0,GENERAL,SUCI,223,0,223,0.12,9
2026,62,Reyat Hossain Sarkar,MALE,51.0,GENERAL,TMC,105747,250,105997,48.57,1
2026,62,Mahamudal Hasan,MALE,48.0,GENERAL,CPI(M),49501,89,49590,22.73,2
2026,62,Anju Begam,FEMALE,62.0,GENERAL,INC,29396,44,29440,13.49,3
2026,62,Bhaskar Sarkar,MALE,31.0,GENERAL,BJP,23046,58,23104,10.59,4
2026,62,Humayun Kabir,MALE,68.0,GENERAL,AJUP,5961,4,5965,2.73,5
2026,62,Omar Khayyam (ziko),MALE,40.0,GENERAL,SUCI,1422,1,1423,0.65,6
2026,62,Emon Sayed,MALE,36.0,GENERAL,IND,613,3,616,0.28,7
2026,62,Md. Akramul Hoque,MALE,49.0,GENERAL,IND,516,1,517,0.24,8
2026,62,Md. Nurul Islam,MALE,60.0,GENERAL,VINPA,479,0,479,0.22,9
2026,63,Julfikar Ali,MALE,42.0,GENERAL,INC,79240,183,79423,33.48,1
2026,63,Abdul Soumik Hossain,MALE,43.0,GENERAL,TMC,76560,162,76722,32.34,2
2026,63,Jamal Hossain,MALE,49.0,GENERAL,CPI(M),48482,105,48587,20.48,3
2026,63,Ranapratap Singha Roy,MALE,44.0,GENERAL,BJP,22643,85,22728,9.58,4
2026,63,Yasser Haidar,MALE,42.0,GENERAL,AJUP,2562,4,2566,1.08,5
2026,63,Mostofa Monjur Elahi,MALE,35.0,GENERAL,IND,1190,0,1190,0.5,6
2026,63,Sumit Nath,MALE,26.0,GENERAL,IND,1071,0,1071,0.45,7
2026,63,Mst Masuara Khatun,FEMALE,57.0,GENERAL,IND,773,0,773,0.33,8
2026,63,Shyamal Krishna Mondal,MALE,50.0,GENERAL,SUCI,666,3,669,0.28,9
2026,63,Julfikkar Ali,MALE,27.0,GENERAL,IND,451,3,454,0.19,10
2026,63,Julfikar Ali,MALE,39.0,GENERAL,IND,355,1,356,0.15,11
2026,63,Khalid Hossain,MALE,34.0,GENERAL,IND,184,0,184,0.08,12
2026,63,Anoyar Hossain,MALE,45.0,GENERAL,IND,144,0,144,0.06,13
2026,63,Abdul Alim Sk,MALE,47.0,GENERAL,IND,95,0,95,0.04,14
2026,64,Gouri Sankar Ghosh,MALE,53.0,GENERAL,BJP,113803,640,114443,48.18,1
2026,64,Shaoni Singha Roy,FEMALE,54.0,GENERAL,TMC,82709,213,82922,34.91,2
2026,64,Ali Siddique,MALE,31.0,GENERAL,INC,16098,26,16124,6.79,3
2026,64,Abdul Mannan,MALE,62.0,GENERAL,AIFB,9045,29,9074,3.82,4
2026,64,Mir Hasnat Ali,MALE,69.0,GENERAL,AJUP,7896,3,7899,3.33,5
2026,64,Milia Sajem,FEMALE,44.0,GENERAL,SUCI,2246,1,2247,0.95,6
2026,64,Champa Bibi,FEMALE,29.0,GENERAL,IND,1557,2,1559,0.66,7
2026,64,Prallad Mahato,MALE,75.0,GENERAL,BSP,1372,4,1376,0.58,8
2026,64,Sahabuddin Sk,MALE,59.0,GENERAL,IND,448,0,448,0.19,9
2026,65,Dilip Saha,MALE,64.0,SC,BJP,78231,508,78739,35.54,1
2026,65,Pronab Chandra Das,MALE,42.0,SC,TMC,72492,328,72820,32.86,2
2026,65,Hiru Haldar,MALE,44.0,SC,INC,50013,131,50144,22.63,3
2026,65,Purnima Das,FEMALE,60.0,SC,CPI(M),12984,73,13057,5.89,4
2026,65,Golak Mandal,MALE,46.0,SC,AJUP,2837,1,2838,1.28,5
2026,65,Barun Mandal,MALE,58.0,SC,SUCI,1369,6,1375,0.62,6
2026,65,Rakhi Choudury (mandal),FEMALE,35.0,SC,IND,723,1,724,0.33,7
2026,66,Mitali Mal,FEMALE,28.0,SC,BJP,77367,381,77748,38.02,1
2026,66,Ashis Marjit,MALE,53.0,SC,TMC,68107,308,68415,33.46,2
