state,ac_no,ac_name,candidate,gender,age,category,party,general_votes,postal_votes,total_votes,vote_pct,total_electors,year
West Bengal,1,MEKLIGANJ (SC),Dadhiram Ray,MALE,43.0,SC,BJP,118185,924,119109,54.42,224781,2026
West Bengal,1,MEKLIGANJ (SC),Adhikary Paresh Chandra,MALE,74.0,SC,TMC,89062,463,89525,40.91,224781,2026
West Bengal,1,MEKLIGANJ (SC),Kamal Kumar Roy,MALE,61.0,SC,AIFB,2345,41,2386,1.09,224781,2026
West Bengal,1,MEKLIGANJ (SC),Nota,,,,NOTA,2112,14,2126,0.97,224781,2026
West Bengal,1,MEKLIGANJ (SC),Hiten Barman,MALE,57.0,SC,SUCI,1383,9,1392,0.64,224781,2026
West Bengal,1,MEKLIGANJ (SC),Ila Rani Roy,FEMALE,55.0,SC,INC,1276,12,1288,0.59,224781,2026
West Bengal,1,MEKLIGANJ (SC),Hiranmay Deb Singha,MALE,33.0,SC,IND,978,1,979,0.45,224781,2026
West Bengal,1,MEKLIGANJ (SC),Purnendu Roy,MALE,48.0,SC,IND,897,3,900,0.41,224781,2026
West Bengal,1,MEKLIGANJ (SC),Golapi Roy,FEMALE,39.0,SC,IND,426,1,427,0.2,224781,2026
West Bengal,1,MEKLIGANJ (SC),Manoj Kumar Ray,MALE,35.0,SC,IND,276,2,278,0.13,224781,2026
West Bengal,1,MEKLIGANJ (SC),Krishna Barman,MALE,42.0,SC,IND,231,0,231,0.11,224781,2026
West Bengal,1,MEKLIGANJ (SC),Kirttiram Barman,MALE,33.0,SC,IND,215,3,218,0.1,224781,2026
West Bengal,2,MATHABHANGA (SC),Nishith Pramanik,MALE,40.0,SC,BJP,142057,1283,143340,59.27,249135,2026
West Bengal,2,MATHABHANGA (SC),Dr. Sablu Barman,MALE,42.0,SC,TMC,85735,515,86250,35.66,249135,2026
West Bengal,2,MATHABHANGA (SC),Khagen Chandra Barman,MALE,62.0,SC,CPI(M),3945,85,4030,1.67,249135,2026
West Bengal,2,MATHABHANGA (SC),Dr. Harekrishna Sarkar,MALE,54.0,SC,IND,1164,4,1168,0.48,249135,2026
West Bengal,2,MATHABHANGA (SC),Kshitendra Nath Barman,MALE,69.0,SC,INC,1110,8,1118,0.46,249135,2026
West Bengal,2,MATHABHANGA (SC),Mritunjoy Biswas,MALE,36.0,SC,BSP,1096,1,1097,0.45,249135,2026
West Bengal,2,MATHABHANGA (SC),Nota,,,,NOTA,899,14,913,0.38,249135,2026
West Bengal,2,MATHABHANGA (SC),Mihir Sarkar,MALE,45.0,SC,IND,882,1,883,0.37,249135,2026
West Bengal,2,MATHABHANGA (SC),Premananda Barman,MALE,54.0,SC,KPPU,753,2,755,0.31,249135,2026
West Bengal,2,MATHABHANGA (SC),Provakar Roy,MALE,29.0,SC,IND,678,6,684,0.28,249135,2026
West Bengal,2,MATHABHANGA (SC),Haradhan Roy,MALE,39.0,SC,IND,464,1,465,0.19,249135,2026
West Bengal,2,MATHABHANGA (SC),Bikash Barman,MALE,40.0,SC,SUCI,336,1,337,0.14,249135,2026
West Bengal,2,MATHABHANGA (SC),Kangsa Raj Barman,MALE,56.0,SC,IND,324,1,325,0.13,249135,2026
West Bengal,2,MATHABHANGA (SC),Goutam Barman,MALE,39.0,SC,IND,287,1,288,0.12,249135,2026
West Bengal,2,MATHABHANGA (SC),Subodh Barman,MALE,69.0,SC,AMB,192,0,192,0.08,249135,2026
West Bengal,3,COOCHBEHAR UTTAR (SC),Sukumar Ray,MALE,57.0,SC,BJP,153169,2158,155327,61.11,264197,2026
West Bengal,3,COOCHBEHAR UTTAR (SC),Partha Pratim Ray,MALE,44.0,SC,TMC,84168,775,84943,33.42,264197,2026
West Bengal,3,COOCHBEHAR UTTAR (SC),Pranay Karjee,MALE,31.0,SC,CPI(M),5182,111,5293,2.08,264197,2026
West Bengal,3,COOCHBEHAR UTTAR (SC),Partha Pratim Ishor,MALE,59.0,SC,INC,1912,27,1939,0.76,264197,2026
West Bengal,3,COOCHBEHAR UTTAR (SC),Nota,,,,NOTA,1796,23,1819,0.72,264197,2026
West Bengal,3,COOCHBEHAR UTTAR (SC),Panchanan Roy,MALE,69.0,SC,IND,955,6,961,0.38,264197,2026
West Bengal,3,COOCHBEHAR UTTAR (SC),Sukumar Roy,MALE,43.0,SC,IND,886,9,895,0.35,264197,2026
West Bengal,3,COOCHBEHAR UTTAR (SC),Upendra Nath Basunia,MALE,67.0,SC,AMB,871,3,874,0.34,264197,2026
West Bengal,3,COOCHBEHAR UTTAR (SC),Sukumar Roy,MALE,42.0,SC,IND,801,4,805,0.32,264197,2026
West Bengal,3,COOCHBEHAR UTTAR (SC),Naresh Chandra Roy,MALE,53.0,SC,IND,402,1,403,0.16,264197,2026
West Bengal,3,COOCHBEHAR UTTAR (SC),Swapan Kumar Barman,MALE,46.0,SC,SUCI,379,9,388,0.15,264197,2026
West Bengal,3,COOCHBEHAR UTTAR (SC),Uttam Barman,MALE,37.0,SC,IND,294,13,307,0.12,264197,2026
West Bengal,3,COOCHBEHAR UTTAR (SC),Nirmal Kumar Roy,MALE,71.0,SC,KPPU,210,11,221,0.09,264197,2026
West Bengal,4,COOCHBEHAR DAKSHIN,Rathindra Bose,MALE,65.0,GENERAL,BJP,106787,1695,108482,52.81,214440,2026
West Bengal,4,COOCHBEHAR DAKSHIN,Avijit De Bhowmik,MALE,51.0,GENERAL,TMC,84428,770,85198,41.48,214440,2026
West Bengal,4,COOCHBEHAR DAKSHIN,Nazmul Alom Sarkar,MALE,41.0,GENERAL,AIFB,3025,112,3137,1.53,214440,2026
West Bengal,4,COOCHBEHAR DAKSHIN,Khokan Miah,MALE,52.0,GENERAL,INC,2926,45,2971,1.45,214440,2026
West Bengal,4,COOCHBEHAR DAKSHIN,Nota,,,,NOTA,1743,27,1770,0.86,214440,2026
West Bengal,4,COOCHBEHAR DAKSHIN,Surath Kumar Hom Roy,MALE,42.0,GENERAL,IND,575,0,575,0.28,214440,2026
West Bengal,4,COOCHBEHAR DAKSHIN,Bhaskar Jyoti Dutta,MALE,51.0,GENERAL,BSP,555,6,561,0.27,214440,2026
West Bengal,4,COOCHBEHAR DAKSHIN,Ranjit Sarkar,MALE,36.0,GENERAL,IND,502,0,502,0.24,214440,2026
West Bengal,4,COOCHBEHAR DAKSHIN,Bidhan Barma,MALE,45.0,SC,KPPU,465,6,471,0.23,214440,2026
West Bengal,4,COOCHBEHAR DAKSHIN,Suman Pandit,MALE,47.0,GENERAL,SUCI,395,5,400,0.19,214440,2026
West Bengal,4,COOCHBEHAR DAKSHIN,Santosh Barman,MALE,33.0,SC,IND,336,0,336,0.16,214440,2026
West Bengal,4,COOCHBEHAR DAKSHIN,Ananta Barman,MALE,29.0,SC,IND,250,9,259,0.13,214440,2026
West Bengal,4,COOCHBEHAR DAKSHIN,Koushik Bhattacharjee,MALE,43.0,GENERAL,IND,243,2,245,0.12,214440,2026
West Bengal,4,COOCHBEHAR DAKSHIN,Rashidul Alam,MALE,40.0,GENERAL,IND,194,2,196,0.1,214440,2026
West Bengal,4,COOCHBEHAR DAKSHIN,Haridas Modak,MALE,67.0,GENERAL,AMB,182,3,185,0.09,214440,2026
West Bengal,4,COOCHBEHAR DAKSHIN,Abhijit Dey,MALE,42.0,GENERAL,IND,124,1,125,0.06,214440,2026
West Bengal,5,SITALKUCHI (SC),Sabitri Barman,FEMALE,53.0,SC,BJP,143605,762,144367,51.59,285874,2026
West Bengal,5,SITALKUCHI (SC),Harihar Das,MALE,41.0,SC,TMC,118605,484,119089,42.56,285874,2026
West Bengal,5,SITALKUCHI (SC),Namadipti Roy Adhikary,FEMALE,55.0,SC,CPI(M),3931,48,3979,1.42,285874,2026
West Bengal,5,SITALKUCHI (SC),Sukamal Barman,MALE,37.0,SC,INC,2511,11,2522,0.9,285874,2026
West Bengal,5,SITALKUCHI (SC),Paresh Chandra Manta,MALE,39.0,SC,IND,1683,1,1684,0.6,285874,2026
West Bengal,5,SITALKUCHI (SC),Nota,,,,NOTA,1645,9,1654,0.59,285874,2026
West Bengal,5,SITALKUCHI (SC),Manik Chandra Barman,MALE,44.0,SC,KPPU,1504,2,1506,0.54,285874,2026
West Bengal,5,SITALKUCHI (SC),Kamal Barman,MALE,58.0,SC,AMB,1347,5,1352,0.48,285874,2026
West Bengal,5,SITALKUCHI (SC),Gajendra Barman,MALE,72.0,SC,IND,1195,4,1199,0.43,285874,2026
West Bengal,5,SITALKUCHI (SC),Shyamsundar Ray,MALE,44.0,SC,BSP,945,0,945,0.34,285874,2026
West Bengal,5,SITALKUCHI (SC),Jagadish Adhikari,MALE,59.0,SC,SUCI,772,1,773,0.28,285874,2026
West Bengal,5,SITALKUCHI (SC),Harekrishna Sarkar,MALE,54.0,SC,IND,749,3,752,0.27,285874,2026
West Bengal,6,SITAI (SC),Sangita Roy,FEMALE,54.0,SC,TMC,127382,806,128188,48.31,273362,2026
West Bengal,6,SITAI (SC),Ashutosh Barma,MALE,63.0,SC,BJP,124735,732,125467,47.29,273362,2026
West Bengal,6,SITAI (SC),Rabin Roy,MALE,72.0,SC,INC,3239,23,3262,1.23,273362,2026
West Bengal,6,SITAI (SC),Arun Kumar Barma,MALE,54.0,SC,AIFB,2076,29,2105,0.79,273362,2026
West Bengal,6,SITAI (SC),Binapani Ray,FEMALE,51.0,SC,SUCI,1803,6,1809,0.68,273362,2026
West Bengal,6,SITAI (SC),Manik Roy,MALE,48.0,SC,AJUP,1384,0,1384,0.52,273362,2026
West Bengal,6,SITAI (SC),Nota,,,,NOTA,1315,9,1324,0.5,273362,2026
West Bengal,6,SITAI (SC),Sunil Chandra Mahanta,MALE,57.0,SC,IND,1240,1,1241,0.47,273362,2026
West Bengal,6,SITAI (SC),Goutam Roy,MALE,44.0,SC,IND,536,3,539,0.2,273362,2026
West Bengal,7,DINHATA,Ajay Ray,MALE,48.0,GENERAL,BJP,136795,1460,138255,51.6,278074,2026
West Bengal,7,DINHATA,Udayan Guha,MALE,71.0,GENERAL,TMC,119831,977,120808,45.09,278074,2026
West Bengal,7,DINHATA,Bikas Mandal,MALE,72.0,GENERAL,AIFB,2994,48,3042,1.14,278074,2026
West Bengal,7,DINHATA,Nota,,,,NOTA,1786,28,1814,0.68,278074,2026
West Bengal,7,DINHATA,Harihar Roy Singha,MALE,69.0,SC,INC,1591,17,1608,0.6,278074,2026
West Bengal,7,DINHATA,Prabir Kumar Roy Sarkar,MALE,35.0,SC,IND,1164,2,1166,0.44,278074,2026
West Bengal,7,DINHATA,Pampa Ray Barman,FEMALE,34.0,SC,IND,504,2,506,0.19,278074,2026
West Bengal,7,DINHATA,Ajijul Hoque,MALE,46.0,GENERAL,SUCI,429,3,432,0.16,278074,2026
West Bengal,7,DINHATA,Animesh Barman,MALE,32.0,SC,IND,293,1,294,0.11,278074,2026
West Bengal,8,NATABARI,Girija Shankar Ray,MALE,54.0,SC,BJP,125600,1311,126911,54.53,240383,2026
West Bengal,8,NATABARI,Sailendra Nath Barma,MALE,65.0,SC,TMC,91641,657,92298,39.66,240383,2026
West Bengal,8,NATABARI,Akik Hassan,MALE,36.0,GENERAL,CPI(M),6503,103,6606,2.84,240383,2026
West Bengal,8,NATABARI,Biswajit Sarkar,MALE,52.0,GENERAL,INC,2497,19,2516,1.08,240383,2026
West Bengal,8,NATABARI,Nota,,,,NOTA,1100,13,1113,0.48,240383,2026
West Bengal,8,NATABARI,Abdus Salam,MALE,46.0,GENERAL,SUCI,972,4,976,0.42,240383,2026
West Bengal,8,NATABARI,Sahidul Hossain,MALE,50.0,GENERAL,IND,807,7,814,0.35,240383,2026
West Bengal,8,NATABARI,Mrinal Kanti Saha,MALE,60.0,GENERAL,IND,673,4,677,0.29,240383,2026
West Bengal,8,NATABARI,Md. Sakowat Ali,MALE,49.0,GENERAL,AJUP,429,2,431,0.19,240383,2026
West Bengal,8,NATABARI,Raghunath Biswas,MALE,47.0,GENERAL,IND,373,1,374,0.16,240383,2026
West Bengal,9,TUFANGANJ,Malati Rava Roy,FEMALE,62.0,SC,BJP,121146,1379,122525,53.08,238111,2026
West Bengal,9,TUFANGANJ,Shibsankar Paul,MALE,46.0,GENERAL,TMC,95434,634,96068,41.62,238111,2026
West Bengal,9,TUFANGANJ,Dhananjoy Rava,MALE,64.0,ST,CPI(M),4772,91,4863,2.11,238111,2026
West Bengal,9,TUFANGANJ,Debendranath Barma,MALE,71.0,SC,INC,1645,13,1658,0.72,238111,2026
West Bengal,9,TUFANGANJ,Nota,,,,NOTA,1404,17,1421,0.62,238111,2026
West Bengal,9,TUFANGANJ,Bibhas Dakua,MALE,29.0,SC,IND,970,4,974,0.42,238111,2026
West Bengal,9,TUFANGANJ,Kabir Hossain,MALE,36.0,GENERAL,AJUP,967,3,970,0.42,238111,2026
West Bengal,9,TUFANGANJ,Prafulla Prodhan,MALE,57.0,SC,IND,821,1,822,0.36,238111,2026
West Bengal,9,TUFANGANJ,Pramath Sarkar,MALE,59.0,SC,IND,629,2,631,0.27,238111,2026
West Bengal,9,TUFANGANJ,Maheswar Gayen,MALE,56.0,SC,KPPU,492,5,497,0.22,238111,2026
West Bengal,9,TUFANGANJ,Bhola Saha,MALE,63.0,GENERAL,SUCI,400,0,400,0.17,238111,2026
West Bengal,10,KUMARGRAM (ST),Manoj Kumar Oraon,MALE,46.0,ST,BJP,141540,1504,143044,57.95,260288,2026
West Bengal,10,KUMARGRAM (ST),Rajeev Tirkey,MALE,41.0,ST,TMC,89521,646,90167,36.53,260288,2026
West Bengal,10,KUMARGRAM (ST),Kishor Minj,MALE,42.0,ST,RSP,4047,64,4111,1.67,260288,2026
West Bengal,10,KUMARGRAM (ST),Nota,,,,NOTA,2908,16,2924,1.18,260288,2026
West Bengal,10,KUMARGRAM (ST),Sudham Lama,MALE,31.0,ST,INC,2229,32,2261,0.92,260288,2026
West Bengal,10,KUMARGRAM (ST),Bikash Oraon,MALE,28.0,ST,IND,1791,0,1791,0.73,260288,2026
West Bengal,10,KUMARGRAM (ST),Paulus Tudu,MALE,37.0,ST,IND,870,3,873,0.35,260288,2026
West Bengal,10,KUMARGRAM (ST),Unilish Mochari,MALE,32.0,ST,AJUP,449,12,461,0.19,260288,2026
West Bengal,10,KUMARGRAM (ST),Abkari Kujur,MALE,57.0,ST,IND,418,5,423,0.17,260288,2026
West Bengal,10,KUMARGRAM (ST),Ram Oraon,MALE,60.0,ST,SUCI,278,1,279,0.11,260288,2026
West Bengal,10,KUMARGRAM (ST),Amit Chompramari,MALE,34.0,ST,IND,241,7,248,0.1,260288,2026
West Bengal,10,KUMARGRAM (ST),Sushil Minz,MALE,49.0,ST,GNASURKP,242,3,245,0.1,260288,2026
West Bengal,11,KALCHINI (ST),Bishal Lama,MALE,44.0,ST,BJP,113928,831,114759,56.64,222332,2026
West Bengal,11,KALCHINI (ST),Birendra Bara (oraon),MALE,43.0,ST,TMC,76418,498,76916,37.96,222332,2026
West Bengal,11,KALCHINI (ST),Anjan Chik Baraik,MALE,53.0,ST,INC,3163,23,3186,1.57,222332,2026
West Bengal,11,KALCHINI (ST),Passang Sherpa,MALE,56.0,ST,RSP,2380,25,2405,1.19,222332,2026
West Bengal,11,KALCHINI (ST),Nota,,,,NOTA,1784,11,1795,0.89,222332,2026
West Bengal,11,KALCHINI (ST),Ranajit Rabha,MALE,50.0,ST,IND,1227,0,1227,0.61,222332,2026
West Bengal,11,KALCHINI (ST),Arjun Indwar,MALE,63.0,ST,MPOI,1222,5,1227,0.61,222332,2026
West Bengal,11,KALCHINI (ST),Narayan Lama,MALE,37.0,ST,IND,1086,6,1092,0.54,222332,2026
West Bengal,12,ALIPURDUARS,Paritosh Das,MALE,60.0,GENERAL,BJP,141407,1835,143242,61.62,245304,2026
West Bengal,12,ALIPURDUARS,Suman Kanjilal,MALE,55.0,GENERAL,TMC,72246,576,72822,31.33,245304,2026
West Bengal,12,ALIPURDUARS,Shyamal Roy,MALE,56.0,GENERAL,CPI(M),7117,184,7301,3.14,245304,2026
West Bengal,12,ALIPURDUARS,Mrinmoy Sarkar (papan),MALE,49.0,GENERAL,INC,2587,57,2644,1.14,245304,2026
West Bengal,12,ALIPURDUARS,Nota,,,,NOTA,2587,33,2620,1.13,245304,2026
West Bengal,12,ALIPURDUARS,Abinash Das,MALE,63.0,GENERAL,IND,949,5,954,0.41,245304,2026
West Bengal,12,ALIPURDUARS,Bhupesh Das,MALE,52.0,SC,IND,914,9,923,0.4,245304,2026
West Bengal,12,ALIPURDUARS,Abdul Latif Choudhury,MALE,48.0,GENERAL,AJUP,642,5,647,0.28,245304,2026
West Bengal,12,ALIPURDUARS,Abhijit Saha,MALE,49.0,GENERAL,IND,528,3,531,0.23,245304,2026
West Bengal,12,ALIPURDUARS,Pijush Kanti Sarma,MALE,60.0,GENERAL,SUCI,406,2,408,0.18,245304,2026
West Bengal,12,ALIPURDUARS,Manik Barman,MALE,26.0,SC,KPPU,350,24,374,0.16,245304,2026
West Bengal,13,FALAKATA (SC),Dipak Barman,MALE,52.0,SC,BJP,133209,1161,134370,56.95,245799,2026
West Bengal,13,FALAKATA (SC),Subhash Chandra Roy,MALE,54.0,SC,TMC,87817,554,88371,37.45,245799,2026
West Bengal,13,FALAKATA (SC),Kamal Kishor Roy,MALE,53.0,SC,CPI(M),6036,97,6133,2.6,245799,2026
West Bengal,13,FALAKATA (SC),Akshoy Kumar Barman,MALE,59.0,SC,INC,1845,10,1855,0.79,245799,2026
West Bengal,13,FALAKATA (SC),Nota,,,,NOTA,1425,7,1432,0.61,245799,2026
West Bengal,13,FALAKATA (SC),Ukil Chandra Bhuimali,MALE,60.0,SC,SUCI,1111,7,1118,0.47,245799,2026
West Bengal,13,FALAKATA (SC),Dipankar Barman,MALE,28.0,SC,KPPU,1033,14,1047,0.44,245799,2026
West Bengal,13,FALAKATA (SC),Tarun Barman,MALE,42.0,SC,IND,1028,5,1033,0.44,245799,2026
West Bengal,13,FALAKATA (SC),Dilip Barman,MALE,37.0,SC,IND,593,1,594,0.25,245799,2026
West Bengal,14,MADARIHAT (ST),Laxuman Limbu,MALE,53.0,ST,BJP,101864,624,102488,57.98,194663,2026
West Bengal,14,MADARIHAT (ST),Jayprakash Toppo,MALE,50.0,ST,TMC,61255,323,61578,34.84,194663,2026
West Bengal,14,MADARIHAT (ST),Subhash Lohar,MALE,53.0,ST,RSP,3091,38,3129,1.77,194663,2026
West Bengal,14,MADARIHAT (ST),Joy Prafful Lakra,MALE,41.0,ST,INC,3000,29,3029,1.71,194663,2026
West Bengal,14,MADARIHAT (ST),Nota,,,,NOTA,1873,7,1880,1.06,194663,2026
West Bengal,14,MADARIHAT (ST),Ishak Rabha,MALE,25.0,ST,BSP,1402,4,1406,0.8,194663,2026
West Bengal,14,MADARIHAT (ST),Saradip Narjeenary,MALE,45.0,ST,IND,1223,3,1226,0.69,194663,2026
West Bengal,14,MADARIHAT (ST),Babita Bara Tirkey,FEMALE,41.0,ST,GNASURKP,886,2,888,0.5,194663,2026
West Bengal,14,MADARIHAT (ST),Haren Rabha,MALE,50.0,ST,MPOI,637,1,638,0.36,194663,2026
West Bengal,14,MADARIHAT (ST),Sudhist Baraik,MALE,49.0,ST,SUCI,488,3,491,0.28,194663,2026
West Bengal,15,DHUPGURI (SC),Naresh Roy,MALE,49.0,SC,BJP,133692,1106,134798,54.25,258677,2026
West Bengal,15,DHUPGURI (SC),Nirmal Chandra Roy,MALE,63.0,SC,TMC,95612,636,96248,38.73,258677,2026
West Bengal,15,DHUPGURI (SC),Niranjan Roy,MALE,53.0,SC,CPI(M),7524,101,7625,3.07,258677,2026
West Bengal,15,DHUPGURI (SC),Tapas Chandra Sarkar,MALE,52.0,SC,IND,1542,6,1548,0.62,258677,2026
West Bengal,15,DHUPGURI (SC),Hrishikesh Adhikari,MALE,30.0,SC,IND,1492,0,1492,0.6,258677,2026
West Bengal,15,DHUPGURI (SC),Harish Chandra Roy,MALE,44.0,SC,INC,1451,16,1467,0.59,258677,2026
West Bengal,15,DHUPGURI (SC),Nota,,,,NOTA,1149,10,1159,0.47,258677,2026
West Bengal,15,DHUPGURI (SC),Ganesh Mahato,MALE,43.0,SC,IND,1084,2,1086,0.44,258677,2026
West Bengal,15,DHUPGURI (SC),Jiban Mitra,MALE,55.0,SC,BSP,890,3,893,0.36,258677,2026
West Bengal,15,DHUPGURI (SC),Malay Siddha,MALE,44.0,SC,IND,856,2,858,0.35,258677,2026
West Bengal,15,DHUPGURI (SC),Kalyan Roy,MALE,49.0,SC,IND,405,10,415,0.17,258677,2026
West Bengal,15,DHUPGURI (SC),Priya Roy,FEMALE,30.0,SC,SUCI,284,3,287,0.12,258677,2026
West Bengal,15,DHUPGURI (SC),Adyanath Roy,MALE,29.0,SC,KPPU,279,6,285,0.11,258677,2026
West Bengal,15,DHUPGURI (SC),Jayanti Roy Oraon,FEMALE,32.0,SC,GNASURKP,177,0,177,0.07,258677,2026
West Bengal,15,DHUPGURI (SC),Alok Roy,MALE,28.0,SC,IND,157,1,158,0.06,258677,2026
West Bengal,16,MAYNAGURI (SC),Dalim Chandra Roy,MALE,66.0,SC,BJP,146047,1356,147403,58.62,259205,2026
West Bengal,16,MAYNAGURI (SC),Rammohan Ray,MALE,35.0,SC,TMC,90202,698,90900,36.15,259205,2026
West Bengal,16,MAYNAGURI (SC),Sudeb Ray,MALE,50.0,SC,RSP,2743,50,2793,1.11,259205,2026
West Bengal,16,MAYNAGURI (SC),Nota,,,,NOTA,2116,14,2130,0.85,259205,2026
West Bengal,16,MAYNAGURI (SC),Ratna Roy,FEMALE,42.0,SC,IND,1823,6,1829,0.73,259205,2026
West Bengal,16,MAYNAGURI (SC),Jogen Sarkar,MALE,48.0,SC,INC,946,13,959,0.38,259205,2026
West Bengal,16,MAYNAGURI (SC),Sujan Mandal,MALE,37.0,SC,IND,938,3,941,0.37,259205,2026
West Bengal,16,MAYNAGURI (SC),Priyanka Sarkar,FEMALE,27.0,SC,BSP,898,5,903,0.36,259205,2026
West Bengal,16,MAYNAGURI (SC),Adhir Chandra Barman,MALE,47.0,SC,MPOI,741,5,746,0.3,259205,2026
West Bengal,16,MAYNAGURI (SC),Ramchandra Roy,MALE,32.0,SC,IND,692,3,695,0.28,259205,2026
West Bengal,16,MAYNAGURI (SC),Dipak Roy,MALE,53.0,SC,KPPU,654,20,674,0.27,259205,2026
West Bengal,16,MAYNAGURI (SC),Bishnu Das,MALE,42.0,SC,IND,611,1,612,0.24,259205,2026
West Bengal,16,MAYNAGURI (SC),Tapati Roy Mallick,FEMALE,72.0,SC,IND,292,12,304,0.12,259205,2026
West Bengal,16,MAYNAGURI (SC),Shyamal Ray,MALE,42.0,SC,SUCI,290,9,299,0.12,259205,2026
West Bengal,16,MAYNAGURI (SC),Suparna Sarkar,FEMALE,50.0,SC,AMB,249,10,259,0.1,259205,2026
West Bengal,17,JALPAIGURI (SC),Ananta Deb Adhikary,MALE,53.0,SC,BJP,140474,2513,142987,60.11,251217,2026
West Bengal,17,JALPAIGURI (SC),Krishna Das,MALE,54.0,SC,TMC,73298,884,74182,31.19,251217,2026
West Bengal,17,JALPAIGURI (SC),Debraj Barman,MALE,38.0,SC,CPI(M),10975,349,11324,4.76,251217,2026
West Bengal,17,JALPAIGURI (SC),Sudipta Mohanta,MALE,50.0,SC,INC,2555,62,2617,1.1,251217,2026
West Bengal,17,JALPAIGURI (SC),Nota,,,,NOTA,2577,31,2608,1.1,251217,2026
West Bengal,17,JALPAIGURI (SC),Sujit Mandal,MALE,35.0,SC,IND,1321,1,1322,0.56,251217,2026
West Bengal,17,JALPAIGURI (SC),Debendranath Roy,MALE,56.0,SC,IND,702,3,705,0.3,251217,2026
West Bengal,17,JALPAIGURI (SC),Jashoda Barman,FEMALE,51.0,SC,SUCI,503,8,511,0.21,251217,2026
West Bengal,17,JALPAIGURI (SC),Bedodyuti Roy,MALE,57.0,SC,BSP,381,4,385,0.16,251217,2026
West Bengal,17,JALPAIGURI (SC),Ambalika Roy,FEMALE,28.0,SC,IND,339,3,342,0.14,251217,2026
West Bengal,17,JALPAIGURI (SC),Tumpa Das,FEMALE,41.0,SC,IND,229,1,230,0.1,251217,2026
West Bengal,17,JALPAIGURI (SC),Manabendra Roy,MALE,49.0,SC,KPPU,178,5,183,0.08,251217,2026
West Bengal,17,JALPAIGURI (SC),Ujjal Sarkar,MALE,32.0,SC,IND,170,2,172,0.07,251217,2026
West Bengal,17,JALPAIGURI (SC),Bilash Sarkar,MALE,37.0,SC,GSD,160,3,163,0.07,251217,2026
West Bengal,17,JALPAIGURI (SC),Iswar Barai,MALE,36.0,SC,AMB,124,1,125,0.05,251217,2026
West Bengal,18,RAJGANJ (SC),Dinesh Sarkar,MALE,61.0,SC,BJP,113791,866,114657,51.1,231186,2026
West Bengal,18,RAJGANJ (SC),Swapna Barman,FEMALE,29.0,SC,TMC,92643,537,93180,41.53,231186,2026
West Bengal,18,RAJGANJ (SC),Kharendra Nath Roy,MALE,67.0,SC,CPI(M),6299,72,6371,2.84,231186,2026
West Bengal,18,RAJGANJ (SC),Sanjib Roy,MALE,50.0,SC,IND,1588,6,1594,0.71,231186,2026
West Bengal,18,RAJGANJ (SC),Tushar Kanti Roy,MALE,57.0,SC,INC,1452,8,1460,0.65,231186,2026
West Bengal,18,RAJGANJ (SC),Nota,,,,NOTA,1311,11,1322,0.59,231186,2026
West Bengal,18,RAJGANJ (SC),Radhu Mandal,MALE,48.0,SC,BSP,1229,3,1232,0.55,231186,2026
West Bengal,18,RAJGANJ (SC),Ananta Kumar Roy,MALE,57.0,SC,SUCI,1053,1,1054,0.47,231186,2026
West Bengal,18,RAJGANJ (SC),Prakash Chandra Roy,MALE,39.0,SC,IND,990,9,999,0.45,231186,2026
West Bengal,18,RAJGANJ (SC),Swapna Barman,FEMALE,37.0,SC,IND,927,5,932,0.42,231186,2026
West Bengal,18,RAJGANJ (SC),Bapi Roy,MALE,32.0,SC,IND,625,0,625,0.28,231186,2026
West Bengal,18,RAJGANJ (SC),Kunal Roy,MALE,30.0,SC,IND,338,0,338,0.15,231186,2026
West Bengal,18,RAJGANJ (SC),Harendranath Roy,MALE,63.0,SC,AMB,306,2,308,0.14,231186,2026
West Bengal,18,RAJGANJ (SC),Jagadish Chandra Roy,MALE,51.0,SC,KPPU,300,7,307,0.14,231186,2026
West Bengal,19,DABGRAM-FULBARI,Sikha Chatterjee,FEMALE,71.0,GENERAL,BJP,165182,1118,166300,66.02,264767,2026
West Bengal,19,DABGRAM-FULBARI,Ranjan Sil Sharma,MALE,61.0,GENERAL,TMC,68168,417,68585,27.23,264767,2026
West Bengal,19,DABGRAM-FULBARI,Dilip Singh,MALE,59.0,GENERAL,CPI(M),7592,103,7695,3.05,264767,2026
West Bengal,19,DABGRAM-FULBARI,Rohit Sing (guddu),MALE,49.0,GENERAL,INC,2282,29,2311,0.92,264767,2026
West Bengal,19,DABGRAM-FULBARI,Dhanabala Roy,FEMALE,37.0,SC,IND,1124,4,1128,0.45,264767,2026
West Bengal,19,DABGRAM-FULBARI,Nota,,,,NOTA,1102,19,1121,0.45,264767,2026
West Bengal,19,DABGRAM-FULBARI,Astami Roy,FEMALE,38.0,SC,IND,868,13,881,0.35,264767,2026
West Bengal,19,DABGRAM-FULBARI,Uttam Das,MALE,27.0,SC,NBNGPLPP,631,1,632,0.25,264767,2026
West Bengal,19,DABGRAM-FULBARI,Dipali Aditya,FEMALE,44.0,GENERAL,IND,576,2,578,0.23,264767,2026
West Bengal,19,DABGRAM-FULBARI,Biraj Sarkar,MALE,49.0,SC,BSP,566,6,572,0.23,264767,2026
West Bengal,19,DABGRAM-FULBARI,Ramesh Barman,MALE,55.0,GENERAL,IND,562,0,562,0.22,264767,2026
