state,ac_no,ac_name,candidate,gender,age,category,party,general_votes,postal_votes,total_votes,vote_pct,total_electors,year
West Bengal,3,COOCHBEHAR UTTAR,GOPAL ROY,MALE,41.0,SC,AMB,620,8,628,0.26,282988,2021
West Bengal,4,Coochbehar Dakshin,Nikhil Ranjan Dey,MALE,63.0,GENERAL,BJP,89966,1594,91560,46.83,233839,2021
West Bengal,4,Coochbehar Dakshin,Avijit De Bhowmik,MALE,46.0,GENERAL,TMC,85620,1009,86629,44.31,233839,2021
West Bengal,4,Coochbehar Dakshin,Akshay Thakur,MALE,71.0,GENERAL,AIFB,9928,318,10246,5.24,233839,2021
West Bengal,4,Coochbehar Dakshin,Rati Ranjan Paul,MALE,55.0,GENERAL,IND,1480,5,1485,0.76,233839,2021
West Bengal,4,Coochbehar Dakshin,NOTA,,,,NOTA,1436,28,1464,0.75,233839,2021
West Bengal,4,Coochbehar Dakshin,Khokan Majumdar,MALE,71.0,SC,BSP,1415,4,1419,0.73,233839,2021
West Bengal,4,Coochbehar Dakshin,Nazma Khandakar,FEMALE,61.0,GENERAL,SUCI,1124,14,1138,0.58,233839,2021
West Bengal,4,Coochbehar Dakshin,Anamika Paul,FEMALE,46.0,GENERAL,IND,728,11,739,0.38,233839,2021
West Bengal,4,Coochbehar Dakshin,Bidhan Barma,MALE,40.0,SC,IND,493,3,496,0.25,233839,2021
West Bengal,4,Coochbehar Dakshin,Babla Deb,MALE,33.0,GENERAL,AMB,326,3,329,0.17,233839,2021
West Bengal,5,Sitalkuchi,Baren Chandra Barman,MALE,47.0,SC,BJP,124120,835,124955,50.8,285260,2021
West Bengal,5,Sitalkuchi,Partha Pratim Ray,MALE,39.0,SC,TMC,106527,613,107140,43.56,285260,2021
West Bengal,5,Sitalkuchi,Sudhangshu Pramanik,MALE,42.0,SC,CPI(M),6622,98,6720,2.73,285260,2021
West Bengal,5,Sitalkuchi,NOTA,,,,NOTA,2738,5,2743,1.12,285260,2021
West Bengal,5,Sitalkuchi,Hare Krishna Sarkar,MALE,49.0,SC,IND,2018,0,2018,0.82,285260,2021
West Bengal,5,Sitalkuchi,Manik Chandra Barman,MALE,40.0,SC,KPPU,970,6,976,0.4,285260,2021
West Bengal,5,Sitalkuchi,Kamal Barman,MALE,52.0,SC,AMB,719,2,721,0.29,285260,2021
West Bengal,5,Sitalkuchi,Jagadish Adhikari,MALE,50.0,SC,SUCI,691,2,693,0.28,285260,2021
West Bengal,6,Sitai,JAGADISH CHANDRA BARMA BASUNIA,MALE,57.0,SC,TMC,116850,1058,117908,49.42,290568,2021
West Bengal,6,Sitai,DIPAK KUMAR ROY,MALE,55.0,SC,BJP,106723,1073,107796,45.18,290568,2021
West Bengal,6,Sitai,KESHAB CHANDRA RAY,MALE,68.0,SC,INC,3900,64,3964,1.66,290568,2021
West Bengal,6,Sitai,SUNIL MAHANTA,MALE,52.0,SC,IND,2387,4,2391,1.0,290568,2021
West Bengal,6,Sitai,LALCHAND BARMAN,MALE,66.0,SC,IND,1773,3,1776,0.74,290568,2021
West Bengal,6,Sitai,NOTA,,,,NOTA,1564,13,1577,0.66,290568,2021
West Bengal,6,Sitai,ANIL CHANDRA BARMAN ROY,MALE,62.0,SC,SUCI,1371,10,1381,0.58,290568,2021
West Bengal,6,Sitai,KASHIKANTA BARMAN,MALE,56.0,SC,IND,862,4,866,0.36,290568,2021
West Bengal,6,Sitai,PROSHANTA BARMAN,MALE,27.0,SC,LJP,548,2,550,0.23,290568,2021
West Bengal,6,Sitai,PRASANNA KUMAR ROY,MALE,68.0,SC,AMB,364,5,369,0.15,290568,2021
West Bengal,7,Dinhata,NISITH PRAMANIK,MALE,35.0,SC,BJP,114361,1674,116035,47.6,299251,2021
West Bengal,7,Dinhata,UDAYAN GUHA,MALE,66.0,GENERAL,TMC,114887,1091,115978,47.58,299251,2021
West Bengal,7,Dinhata,ABDUR ROUF,MALE,54.0,GENERAL,AIFB,5916,153,6069,2.49,299251,2021
West Bengal,7,Dinhata,NOTA,,,,NOTA,1515,22,1537,0.63,299251,2021
West Bengal,7,Dinhata,LEBU MIYAN,MALE,37.0,GENERAL,IND,1386,1,1387,0.57,299251,2021
West Bengal,7,Dinhata,PRADIP ROY,MALE,45.0,SC,SUCI,1364,11,1375,0.56,299251,2021
West Bengal,7,Dinhata,NIRMAL CHANDRA BARMAN,MALE,44.0,SC,IND,1361,9,1370,0.56,299251,2021
West Bengal,8,Natabari,Mihir Goswami,MALE,67.0,GENERAL,BJP,110020,1723,111743,51.45,245040,2021
West Bengal,8,Natabari,Rabindra Nath Ghosh,MALE,65.0,GENERAL,TMC,87098,1205,88303,40.66,245040,2021
West Bengal,8,Natabari,Akik Hassan,MALE,31.0,GENERAL,CPI(M),11584,255,11839,5.45,245040,2021
West Bengal,8,Natabari,Sahidul Hossain,MALE,45.0,GENERAL,IND,1338,3,1341,0.62,245040,2021
West Bengal,8,Natabari,Abdus Salam,MALE,41.0,GENERAL,SUCI,1178,8,1186,0.55,245040,2021
West Bengal,8,Natabari,NOTA,,,,NOTA,1127,19,1146,0.53,245040,2021
West Bengal,8,Natabari,Dalendra Nath Ray,MALE,66.0,SC,AMB,1103,7,1110,0.51,245040,2021
West Bengal,8,Natabari,Ekramul Hoque,MALE,34.0,GENERAL,UTSAP,500,5,505,0.23,245040,2021
West Bengal,9,Tufanganj,Malati Rava Roy,FEMALE,56.0,SC,BJP,112609,1894,114503,54.69,234311,2021
West Bengal,9,Tufanganj,Pranab Kumar Dey,MALE,60.0,GENERAL,TMC,82546,759,83305,39.79,234311,2021
West Bengal,9,Tufanganj,Rabin Roy,MALE,67.0,SC,INC,5804,169,5973,2.85,234311,2021
West Bengal,9,Tufanganj,NOTA,,,,NOTA,2047,22,2069,0.99,234311,2021
West Bengal,9,Tufanganj,Sushil Chandra Das,MALE,54.0,SC,IND,1458,3,1461,0.7,234311,2021
West Bengal,9,Tufanganj,Prahallad Layek,MALE,40.0,SC,IND,600,1,601,0.29,234311,2021
West Bengal,9,Tufanganj,Dhananjay Barman,MALE,42.0,SC,IND,541,11,552,0.26,234311,2021
West Bengal,9,Tufanganj,Bhola Saha,MALE,58.0,GENERAL,SUCI,481,10,491,0.23,234311,2021
West Bengal,9,Tufanganj,Jiban Kumar Saha,MALE,66.0,GENERAL,AMB,422,1,423,0.2,234311,2021
West Bengal,10,Kumargram,MANOJ KUMAR ORAON,MALE,41.0,ST,BJP,110658,1316,111974,48.16,272924,2021
West Bengal,10,Kumargram,LEOS KUJUR (URAO),MALE,46.0,ST,TMC,100009,964,100973,43.43,272924,2021
West Bengal,10,Kumargram,KISHOR MINJ,MALE,37.0,ST,RSP,11100,153,11253,4.84,272924,2021
West Bengal,10,Kumargram,NOTA,,,,NOTA,2706,12,2718,1.17,272924,2021
West Bengal,10,Kumargram,Aron Murmu,MALE,26.0,ST,IND,1774,7,1781,0.77,272924,2021
West Bengal,10,Kumargram,Shrilal Oron,MALE,43.0,ST,KPPU,1643,8,1651,0.71,272924,2021
West Bengal,10,Kumargram,KALAWATI CHIK BARAIK,FEMALE,44.0,ST,JD(U),1381,18,1399,0.6,272924,2021
West Bengal,10,Kumargram,Shailen Marandi,MALE,37.0,ST,BMUP,735,5,740,0.32,272924,2021
West Bengal,11,Kalchini,BISHAL LAMA,MALE,39.0,ST,BJP,102247,857,103104,52.65,247425,2021
West Bengal,11,Kalchini,PASSANG LAMA,MALE,48.0,ST,TMC,73896,632,74528,38.06,247425,2021
West Bengal,11,Kalchini,AVIJIT NARJINARY,MALE,48.0,ST,INC,5386,96,5482,2.8,247425,2021
West Bengal,11,Kalchini,BINAY NARJINARY,MALE,42.0,ST,IND,2416,9,2425,1.24,247425,2021
West Bengal,11,Kalchini,NOTA,,,,NOTA,2370,7,2377,1.21,247425,2021
West Bengal,11,Kalchini,REKHA LAKRA (EKKA),FEMALE,41.0,ST,IND,2242,9,2251,1.15,247425,2021
West Bengal,11,Kalchini,PRAKASH KUJUR,MALE,67.0,ST,IND,1858,11,1869,0.95,247425,2021
West Bengal,11,Kalchini,CHANCHAL NARJINARY,MALE,30.0,ST,LJP,1163,1,1164,0.59,247425,2021
West Bengal,11,Kalchini,SUKUMAR MINJ,MALE,39.0,ST,IND,907,3,910,0.46,247425,2021
West Bengal,11,Kalchini,ASHOK LAMA,MALE,50.0,ST,NPEP,794,9,803,0.41,247425,2021
West Bengal,11,Kalchini,HAKIM MAHALI,MALE,36.0,ST,BMUP,475,4,479,0.24,247425,2021
West Bengal,11,Kalchini,MADAN KUMAR URAON,MALE,34.0,ST,JD(U),419,4,423,0.22,247425,2021
West Bengal,12,Alipurduars,SUMAN KANJILAL,MALE,50.0,GENERAL,BJP,105517,1816,107333,48.19,260652,2021
West Bengal,12,Alipurduars,SOURAV CHAKRABORTY (GHUTIS),MALE,48.0,GENERAL,TMC,90183,1143,91326,41.0,260652,2021
West Bengal,12,Alipurduars,DEBA PRASAD ROY,MALE,72.0,GENERAL,INC,15203,448,15651,7.03,260652,2021
West Bengal,12,Alipurduars,NIKHIL CHANDRA RAIBIR,MALE,59.0,SC,IND,2333,18,2351,1.06,260652,2021
West Bengal,12,Alipurduars,NOTA,,,,NOTA,1950,31,1981,0.89,260652,2021
West Bengal,12,Alipurduars,RINKU GHOSH,FEMALE,39.0,GENERAL,IND,1384,9,1393,0.63,260652,2021
West Bengal,12,Alipurduars,PIJUSH KANTI SARMA,MALE,55.0,GENERAL,SUCI,1090,21,1111,0.5,260652,2021
West Bengal,12,Alipurduars,ASHIM ROY,MALE,39.0,SC,IND,677,19,696,0.31,260652,2021
West Bengal,12,Alipurduars,KUSHAL KUMAR ROY,MALE,42.0,SC,IND,613,7,620,0.28,260652,2021
West Bengal,12,Alipurduars,ABINASH DAS,MALE,58.0,GENERAL,IND,267,3,270,0.12,260652,2021
West Bengal,13,Falakata,DIPAK BARMAN,MALE,46.0,SC,BJP,101833,1160,102993,46.71,254554,2021
West Bengal,13,Falakata,SUBHASH CHANDRA ROY,MALE,49.0,SC,TMC,98181,822,99003,44.9,254554,2021
West Bengal,13,Falakata,KSHITISH CHANDRA RAY,MALE,51.0,SC,CPI(M),10496,276,10772,4.89,254554,2021
West Bengal,13,Falakata,NOTA,,,,NOTA,1964,6,1970,0.89,254554,2021
West Bengal,13,Falakata,DIPAK CHANDRA MANDAL (SANTOSH),MALE,37.0,SC,IND,1675,3,1678,0.76,254554,2021
West Bengal,13,Falakata,SWAPAN ROY,MALE,27.0,SC,IND,1639,6,1645,0.75,254554,2021
West Bengal,13,Falakata,TAPAN ADHIKARI,MALE,32.0,SC,SWJP,1367,10,1377,0.62,254554,2021
West Bengal,13,Falakata,TARANI ROY,MALE,63.0,SC,SUCI,608,5,613,0.28,254554,2021
West Bengal,13,Falakata,BIMAL ROY,MALE,55.0,SC,AMB,446,3,449,0.2,254554,2021
West Bengal,14,Madarihat,MANOJ TIGGA,MALE,48.0,ST,BJP,89913,805,90718,54.35,212651,2021
West Bengal,14,Madarihat,RAJESH LAKRA,MALE,45.0,ST,TMC,60591,442,61033,36.56,212651,2021
West Bengal,14,Madarihat,SUBHASH LOHAR,MALE,48.0,ST,RSP,6983,89,7072,4.24,212651,2021
West Bengal,14,Madarihat,NOTA,,,,NOTA,2607,15,2622,1.57,212651,2021
West Bengal,14,Madarihat,UTTAM BARUA,MALE,41.0,ST,BSP,1687,9,1696,1.02,212651,2021
West Bengal,14,Madarihat,VIVEK PRADEEP TETE,MALE,37.0,ST,BTP,1536,4,1540,0.92,212651,2021
West Bengal,14,Madarihat,PANCHU ORAON,MALE,37.0,ST,NPEP,1261,11,1272,0.76,212651,2021
West Bengal,14,Madarihat,SUDHIST BARAIK,MALE,43.0,ST,SUCI,961,6,967,0.58,212651,2021
West Bengal,15,Dhupguri,BISHNU PADA RAY,MALE,58.0,SC,BJP,103533,1155,104688,45.65,263118,2021
West Bengal,15,Dhupguri,MITALI ROY,FEMALE,47.0,SC,TMC,99293,1040,100333,43.75,263118,2021
West Bengal,15,Dhupguri,PRADIP KUMAR ROY,MALE,46.0,SC,CPI(M),12856,251,13107,5.72,263118,2021
West Bengal,15,Dhupguri,BEDODYUTI ROY,MALE,53.0,SC,BSP,2171,7,2178,0.95,263118,2021
West Bengal,15,Dhupguri,HRISHIKESH ROY,MALE,28.0,SC,IND,2167,2,2169,0.95,263118,2021
West Bengal,15,Dhupguri,SUKUMAR ROY,MALE,40.0,SC,KPPU,2144,11,2155,0.94,263118,2021
West Bengal,15,Dhupguri,NOTA,,,,NOTA,1976,8,1984,0.87,263118,2021
West Bengal,15,Dhupguri,DHIRANJAN ROY,MALE,37.0,SC,SUCI,1604,9,1613,0.7,263118,2021
West Bengal,15,Dhupguri,SUJAN BARMAN,MALE,33.0,SC,IND,1090,6,1096,0.48,263118,2021
West Bengal,16,Maynaguri,Kaushik Roy,MALE,37.0,SC,BJP,113928,1378,115306,48.84,264265,2021
West Bengal,16,Maynaguri,Manoj Roy,MALE,50.0,SC,TMC,102341,1054,103395,43.79,264265,2021
West Bengal,16,Maynaguri,Naresh Chandra Roy,MALE,66.0,SC,RSP,5592,168,5760,2.44,264265,2021
West Bengal,16,Maynaguri,NOTA,,,,NOTA,3072,23,3095,1.31,264265,2021
West Bengal,16,Maynaguri,Biswanath Roy,MALE,46.0,SC,KPPU,2843,25,2868,1.21,264265,2021
West Bengal,16,Maynaguri,Uday Shankar Adhikari,MALE,68.0,SC,CPI(ML)(L),1546,9,1555,0.66,264265,2021
West Bengal,16,Maynaguri,Ganesh Mandal,MALE,54.0,SC,BSP,1539,11,1550,0.66,264265,2021
West Bengal,16,Maynaguri,Bilash Sarkar,MALE,32.0,SC,IND,1075,4,1079,0.46,264265,2021
West Bengal,16,Maynaguri,Shyamal Roy,MALE,38.0,SC,SUCI,737,8,745,0.32,264265,2021
West Bengal,16,Maynaguri,Binay Sarkar,MALE,50.0,SC,AMB,737,3,740,0.31,264265,2021
West Bengal,17,Jalpaiguri,DR. PRADIP KUMAR BARMA,MALE,66.0,SC,TMC,93648,2020,95668,42.34,262500,2021
West Bengal,17,Jalpaiguri,SOUJIT SINGHA (PIKU),MALE,47.0,SC,BJP,92373,2354,94727,41.93,262500,2021
West Bengal,17,Jalpaiguri,SUKHBILAS BARMA,MALE,75.0,SC,INC,23173,1055,24228,10.72,262500,2021
West Bengal,17,Jalpaiguri,NOTA,,,,NOTA,3334,47,3381,1.5,262500,2021
West Bengal,17,Jalpaiguri,SUBHASH KUMAR SARKAR,MALE,53.0,SC,BSP,1590,19,1609,0.71,262500,2021
West Bengal,17,Jalpaiguri,RAKHI SARKAR,FEMALE,31.0,SC,IND,1537,19,1556,0.69,262500,2021
West Bengal,17,Jalpaiguri,HAREKRISHNA SARKAR,MALE,49.0,SC,IND,1142,5,1147,0.51,262500,2021
West Bengal,17,Jalpaiguri,ISWAR BARAI,MALE,31.0,SC,AMB,999,12,1011,0.45,262500,2021
West Bengal,17,Jalpaiguri,HARIDAS BISWAS,MALE,37.0,SC,IND,949,13,962,0.43,262500,2021
West Bengal,17,Jalpaiguri,PALENDRA NATH ROY,MALE,41.0,SC,SUCI,884,14,898,0.4,262500,2021
West Bengal,17,Jalpaiguri,PRAHLAD ROY,MALE,33.0,SC,IND,725,21,746,0.33,262500,2021
West Bengal,18,Rajganj,KHAGESWAR ROY,MALE,69.0,SC,TMC,103587,1054,104641,48.5,244163,2021
West Bengal,18,Rajganj,SUPEN ROY,MALE,60.0,SC,BJP,87822,1046,88868,41.19,244163,2021
West Bengal,18,Rajganj,RATAN KUMAR ROY,MALE,46.0,SC,CPI(M),11897,211,12108,5.61,244163,2021
West Bengal,18,Rajganj,NOTA,,,,NOTA,3161,14,3175,1.47,244163,2021
West Bengal,18,Rajganj,TAPATI ROY (BARMAN),FEMALE,31.0,SC,KPPU,1851,9,1860,0.86,244163,2021
West Bengal,18,Rajganj,UDAY ROY,MALE,53.0,SC,SUCI,1590,15,1605,0.74,244163,2021
West Bengal,18,Rajganj,SANTI KISHOR BARARI,MALE,63.0,SC,BSP,1498,12,1510,0.7,244163,2021
West Bengal,18,Rajganj,DIGBIJAY MANDAL,MALE,60.0,SC,IND,1137,9,1146,0.53,244163,2021
West Bengal,18,Rajganj,NIRODE CHANDRA ADHIKARY,MALE,68.0,SC,AMB,833,9,842,0.39,244163,2021
West Bengal,19,Dabgram-Fulbari,Sikha Chatterjee,FEMALE,68.0,GENERAL,BJP,128302,786,129088,49.85,310354,2021
West Bengal,19,Dabgram-Fulbari,Goutam Deb,MALE,64.0,GENERAL,TMC,100844,651,101495,39.19,310354,2021
West Bengal,19,Dabgram-Fulbari,Dilip Singh,MALE,54.0,GENERAL,CPI(M),17747,251,17998,6.95,310354,2021
West Bengal,19,Dabgram-Fulbari,NOTA,,,,NOTA,3358,21,3379,1.3,310354,2021
West Bengal,19,Dabgram-Fulbari,Radhakrishna Namadas,MALE,47.0,SC,BSP,1391,4,1395,0.54,310354,2021
West Bengal,19,Dabgram-Fulbari,Maheswar Barman,MALE,43.0,SC,IND,1388,3,1391,0.54,310354,2021
West Bengal,19,Dabgram-Fulbari,Rakhi Mandal,FEMALE,42.0,GENERAL,IND,1087,6,1093,0.42,310354,2021
West Bengal,19,Dabgram-Fulbari,Subash Biswas,MALE,67.0,SC,IND,1047,5,1052,0.41,310354,2021
West Bengal,19,Dabgram-Fulbari,Amitav Naskar,MALE,35.0,SC,RPI(A),876,5,881,0.34,310354,2021
West Bengal,19,Dabgram-Fulbari,Shambhu Sutradhar,MALE,59.0,GENERAL,AMB,646,4,650,0.25,310354,2021
West Bengal,19,Dabgram-Fulbari,Maniul Islam,MALE,49.0,GENERAL,SUCI,544,3,547,0.21,310354,2021
West Bengal,20,Mal,BULU CHIK BARAIK,MALE,61.0,ST,TMC,98697,389,99086,46.46,255570,2021
West Bengal,20,Mal,MAHESH BAGEY,MALE,41.0,ST,BJP,93106,515,93621,43.9,255570,2021
West Bengal,20,Mal,MANU ORAON,MALE,39.0,ST,CPI(M),10797,132,10929,5.12,255570,2021
West Bengal,20,Mal,NOTA,,,,NOTA,4688,11,4699,2.2,255570,2021
West Bengal,20,Mal,GITA ORAON,FEMALE,26.0,ST,SUCI,3000,8,3008,1.41,255570,2021
West Bengal,20,Mal,BABLU MAJHI,MALE,37.0,ST,IND,1907,5,1912,0.9,255570,2021
West Bengal,21,Nagrakata,PUNA BHENGRA,MALE,46.0,ST,BJP,94371,351,94722,49.55,237305,2021
West Bengal,21,Nagrakata,JOSEPH MUNDA,MALE,49.0,ST,TMC,70999,248,71247,37.27,237305,2021
West Bengal,21,Nagrakata,SUKBIR SUBBA,MALE,53.0,ST,INC,12378,64,12442,6.51,237305,2021
West Bengal,21,Nagrakata,NOTA,,,,NOTA,5448,6,5454,2.85,237305,2021
West Bengal,21,Nagrakata,ROBAT MUNDA,MALE,42.0,ST,IND,3280,3,3283,1.72,237305,2021
West Bengal,21,Nagrakata,BENAM ORAON,MALE,42.0,ST,PRPP,2243,4,2247,1.18,237305,2021
West Bengal,21,Nagrakata,ASHAN TIRKEY,MALE,31.0,ST,IND,1770,4,1774,0.93,237305,2021
West Bengal,22,Kalimpong,RUDEN SADA LEPCHA,MALE,51.0,ST,IND,57344,862,58206,37.59,211896,2021
West Bengal,22,Kalimpong,SUVA PRADHAN,MALE,58.0,GENERAL,BJP,53227,1109,54336,35.09,211896,2021
West Bengal,22,Kalimpong,DR. R.B. BHUJEL,MALE,61.0,GENERAL,IND,31479,377,31856,20.57,211896,2021
West Bengal,22,Kalimpong,NOTA,,,,NOTA,2142,18,2160,1.39,211896,2021
West Bengal,22,Kalimpong,PENJO GOMPU BHUTIA,MALE,35.0,GENERAL,NPEP,1750,55,1805,1.17,211896,2021
West Bengal,22,Kalimpong,SONGDEN LEPCHA,MALE,33.0,ST,IND,1688,32,1720,1.11,211896,2021
West Bengal,22,Kalimpong,DILIP PRADHAN,MALE,57.0,GENERAL,INC,1632,83,1715,1.11,211896,2021
West Bengal,22,Kalimpong,UJJWAL RAI,MALE,31.0,GENERAL,IND,1495,67,1562,1.01,211896,2021
West Bengal,22,Kalimpong,BHUPENDRA LEPCHA,MALE,43.0,ST,IND,1463,40,1503,0.97,211896,2021
West Bengal,23,Darjeeling,NEERAJ TAMANG ZIMBA,MALE,39.0,ST,BJP,67161,1746,68907,40.88,246663,2021
West Bengal,23,Darjeeling,KESHAV RAJ SHARMA,MALE,35.0,GENERAL,IND,46927,704,47631,28.26,246663,2021
West Bengal,23,Darjeeling,PEMBA TSHERING,MALE,56.0,ST,IND,37804,436,38240,22.68,246663,2021
West Bengal,23,Darjeeling,SURAJ GURUNG,MALE,38.0,GENERAL,IND,2766,89,2855,1.69,246663,2021
West Bengal,23,Darjeeling,NOTA,,,,NOTA,2495,45,2540,1.51,246663,2021
West Bengal,23,Darjeeling,NIMA GYAMTSHO SHERPA,MALE,41.0,ST,IND,2042,46,2088,1.24,246663,2021
West Bengal,23,Darjeeling,GAUTAM RAJ RAI,MALE,62.0,GENERAL,CPI(M),1821,92,1913,1.13,246663,2021
West Bengal,23,Darjeeling,ANJANI SHARMA,FEMALE,40.0,GENERAL,IND,1600,77,1677,0.99,246663,2021
West Bengal,23,Darjeeling,MILAN THOKAR,MALE,50.0,GENERAL,IND,1367,30,1397,0.83,246663,2021
West Bengal,23,Darjeeling,BHARAT PRAKASH RAI,MALE,72.0,GENERAL,IND,1286,41,1327,0.79,246663,2021
West Bengal,24,Kurseong,Bishnu Prasad Sharma (alias B.P. Bajgain),MALE,52.0,GENERAL,BJP,72153,1322,73475,41.86,236477,2021
West Bengal,24,Kurseong,Tshering Lama,FEMALE,56.0,ST,IND,57044,916,57960,33.02,236477,2021
West Bengal,24,Kurseong,Narbu Lama,MALE,47.0,ST,IND,32770,324,33094,18.85,236477,2021
West Bengal,24,Kurseong,Uttam Brahman,MALE,54.0,GENERAL,CPI(M),2494,51,2545,1.45,236477,2021
West Bengal,24,Kurseong,NOTA,,,,NOTA,2372,45,2417,1.38,236477,2021
West Bengal,24,Kurseong,Ugam Lama,MALE,46.0,ST,IND,2235,64,2299,1.31,236477,2021
West Bengal,24,Kurseong,Bikram Rai,MALE,38.0,GENERAL,IND,1402,27,1429,0.81,236477,2021
West Bengal,24,Kurseong,Pranav Pradhan,MALE,30.0,GENERAL,IND,1341,25,1366,0.78,236477,2021
West Bengal,24,Kurseong,Bhupendra Lepcha,MALE,43.0,ST,IND,935,25,960,0.55,236477,2021
West Bengal,25,Matigara-Naxalbari,Anandamay Barman,MALE,38.0,SC,BJP,138819,966,139785,58.1,287565,2021
West Bengal,25,Matigara-Naxalbari,Rajen Sundas,MALE,62.0,SC,TMC,68454,483,68937,28.65,287565,2021
West Bengal,25,Matigara-Naxalbari,Sankar Malakar,MALE,66.0,SC,INC,22865,195,23060,9.58,287565,2021
West Bengal,25,Matigara-Naxalbari,NOTA,,,,NOTA,3888,24,3912,1.63,287565,2021
West Bengal,25,Matigara-Naxalbari,Rakesh Mondal,MALE,51.0,SC,IND,2032,14,2046,0.85,287565,2021
West Bengal,25,Matigara-Naxalbari,Sudip Mandal,MALE,42.0,SC,BSP,1564,13,1577,0.66,287565,2021
West Bengal,25,Matigara-Naxalbari,Harish Chandra Barman,MALE,38.0,SC,SUCI,1261,13,1274,0.53,287565,2021
West Bengal,26,Siliguri,Sankar Ghosh,MALE,48.0,GENERAL,BJP,88580,790,89370,50.03,228406,2021
West Bengal,26,Siliguri,Dr. Omprakash Mishra,MALE,60.0,GENERAL,TMC,53153,631,53784,30.11,228406,2021
West Bengal,26,Siliguri,Asok Bhattacharya,MALE,71.0,GENERAL,CPI(M),28269,566,28835,16.14,228406,2021
West Bengal,26,Siliguri,NOTA,,,,NOTA,2035,39,2074,1.16,228406,2021
West Bengal,26,Siliguri,Kakali Majumdar (Roy),FEMALE,45.0,GENERAL,BSP,1241,14,1255,0.7,228406,2021
West Bengal,26,Siliguri,Habul Ghosh,MALE,32.0,GENERAL,IND,951,6,957,0.54,228406,2021
West Bengal,26,Siliguri,Nintu Dutta,MALE,48.0,GENERAL,RPI(A),645,4,649,0.36,228406,2021
West Bengal,26,Siliguri,Chayan Guha,MALE,51.0,GENERAL,AMB,592,2,594,0.33,228406,2021
West Bengal,26,Siliguri,Bhushan Kumar Soni,MALE,46.0,GENERAL,JD(U),443,4,447,0.25,228406,2021
West Bengal,26,Siliguri,Dipti Roy,FEMALE,56.0,GENERAL,SUCI,368,11,379,0.21,228406,2021
