state,ac_no,ac_name,candidate,gender,age,category,party,general_votes,postal_votes,total_votes,vote_pct,total_electors,year
West Bengal,58,Jangipur,GOUTAM KUMAR DAS,MALE,51.0,GENERAL,IND,753,0,753,0.38,255064,2021
West Bengal,58,Jangipur,ABU SALEM,MALE,28.0,GENERAL,JSTDVPMTP,691,2,693,0.35,255064,2021
West Bengal,58,Jangipur,KHOKAN SARKAR,MALE,52.0,GENERAL,IND,332,0,332,0.17,255064,2021
West Bengal,58,Jangipur,MD MAINUL HOQUE,MALE,38.0,GENERAL,BAHUMP,261,0,261,0.13,255064,2021
West Bengal,59,RaghunathGanj,Akhruzzaman,MALE,56.0,GENERAL,TMC,126467,367,126834,66.59,249559,2021
West Bengal,59,RaghunathGanj,Golam Modaswer,MALE,43.0,GENERAL,BJP,28415,106,28521,14.97,249559,2021
West Bengal,59,RaghunathGanj,Nasir Saikh,MALE,43.0,GENERAL,IND,16222,22,16244,8.53,249559,2021
West Bengal,59,RaghunathGanj,Abul Kashem Biswas,MALE,54.0,GENERAL,INC,12737,62,12799,6.72,249559,2021
West Bengal,59,RaghunathGanj,NOTA,,,,NOTA,2935,3,2938,1.54,249559,2021
West Bengal,59,RaghunathGanj,Md. Jakir Hossain,MALE,39.0,GENERAL,SDPI,1354,7,1361,0.71,249559,2021
West Bengal,59,RaghunathGanj,Rabiul Alam,MALE,46.0,GENERAL,SUCI,911,2,913,0.48,249559,2021
West Bengal,59,RaghunathGanj,M A Hannan,MALE,62.0,GENERAL,WPOI,865,3,868,0.46,249559,2021
West Bengal,60,Sagardighi,SUBRATA SAHA,MALE,71.0,GENERAL,TMC,94880,309,95189,50.95,236885,2021
West Bengal,60,Sagardighi,KHATUN MAFUJA,FEMALE,50.0,GENERAL,BJP,44692,291,44983,24.08,236885,2021
West Bengal,60,Sagardighi,SK M HASANUZZAMAN (BAPPA),MALE,45.0,GENERAL,INC,36055,289,36344,19.45,236885,2021
West Bengal,60,Sagardighi,NURE MAHABOOB ALAM,MALE,38.0,GENERAL,AIMIM,3449,1,3450,1.85,236885,2021
West Bengal,60,Sagardighi,NOTA,,,,NOTA,1705,0,1705,0.91,236885,2021
West Bengal,60,Sagardighi,SUPAL MURMU,MALE,41.0,ST,BMUP,1654,2,1656,0.89,236885,2021
West Bengal,60,Sagardighi,ABDUT TAWAB,MALE,55.0,GENERAL,SDPI,1278,2,1280,0.69,236885,2021
West Bengal,60,Sagardighi,DHANANJAY BANERJEE,MALE,46.0,GENERAL,BSP,978,3,981,0.53,236885,2021
West Bengal,60,Sagardighi,MIRZA LUTFUL HOQUE,MALE,44.0,GENERAL,SUCI,694,4,698,0.37,236885,2021
West Bengal,60,Sagardighi,SANTA BHATTACHERJEE,FEMALE,45.0,GENERAL,IND,527,3,530,0.28,236885,2021
West Bengal,61,Lalgola,ALI MOHAMMAD,MALE,57.0,GENERAL,TMC,107703,157,107860,56.64,234381,2021
West Bengal,61,Lalgola,ABU HENA,MALE,71.0,GENERAL,INC,46891,262,47153,24.76,234381,2021
West Bengal,61,Lalgola,KALPANA GHOSH,FEMALE,63.0,GENERAL,BJP,29340,124,29464,15.47,234381,2021
West Bengal,61,Lalgola,ABHIJIT HALDAR,MALE,36.0,SC,IND,1691,0,1691,0.89,234381,2021
West Bengal,61,Lalgola,NOTA,,,,NOTA,1391,3,1394,0.73,234381,2021
West Bengal,61,Lalgola,NAJIMA KAYAL,FEMALE,50.0,GENERAL,SDPI,953,1,954,0.5,234381,2021
West Bengal,61,Lalgola,BHARAT CHANDRA BISWAS,MALE,66.0,SC,BSP,850,2,852,0.45,234381,2021
West Bengal,61,Lalgola,MUNTASIR ZAMIL,MALE,54.0,GENERAL,SUCI,652,1,653,0.34,234381,2021
West Bengal,61,Lalgola,KAKALI DEBNATH,FEMALE,38.0,GENERAL,LJP,417,0,417,0.22,234381,2021
West Bengal,62,Bhagawangola,IDRIS ALI,MALE,70.0,GENERAL,TMC,153430,365,153795,68.05,263765,2021
West Bengal,62,Bhagawangola,MD. KAMAL HOSSAIN,MALE,45.0,GENERAL,CPI(M),47512,275,47787,21.15,263765,2021
West Bengal,62,Bhagawangola,Mehebub Alam,MALE,41.0,GENERAL,BJP,16652,55,16707,7.39,263765,2021
West Bengal,62,Bhagawangola,NOTA,,,,NOTA,3392,4,3396,1.5,263765,2021
West Bengal,62,Bhagawangola,MD. MOSARAF HOSSAIN,MALE,27.0,GENERAL,IND,827,0,827,0.37,263765,2021
West Bengal,62,Bhagawangola,SEIKH RABIUL ALAM,MALE,48.0,GENERAL,BSP,783,1,784,0.35,263765,2021
West Bengal,62,Bhagawangola,SYED IMRAN ALI MEERZA,MALE,47.0,GENERAL,IND,652,0,652,0.29,263765,2021
West Bengal,62,Bhagawangola,REJAUL KARIM SK,MALE,59.0,GENERAL,IUML,614,3,617,0.27,263765,2021
West Bengal,62,Bhagawangola,ABDUL MABUD NAYAN,MALE,40.0,GENERAL,SUCI,447,2,449,0.2,263765,2021
West Bengal,62,Bhagawangola,MST. SIKHA KHATUN,FEMALE,34.0,GENERAL,BAHUMP,421,0,421,0.19,263765,2021
West Bengal,62,Bhagawangola,MD. NURUL ISLAM,MALE,55.0,GENERAL,IND,289,1,290,0.13,263765,2021
West Bengal,62,Bhagawangola,ALI HOSSAIN,MALE,32.0,GENERAL,UTSAP,265,0,265,0.12,263765,2021
West Bengal,63,Raninagar,ABDUL SOUMIK HOSSAIN,MALE,38.0,GENERAL,TMC,134346,611,134957,60.79,256101,2021
West Bengal,63,Raninagar,FIROZA BEGAM,FEMALE,52.0,GENERAL,INC,54918,337,55255,24.89,256101,2021
West Bengal,63,Raninagar,MST MASUARA KHATUN,FEMALE,51.0,GENERAL,BJP,21010,128,21138,9.52,256101,2021
West Bengal,63,Raninagar,NOTA,,,,NOTA,2769,5,2774,1.25,256101,2021
West Bengal,63,Raninagar,GOLAM MASUM REJA,MALE,35.0,GENERAL,RSSCMJP,2752,2,2754,1.24,256101,2021
West Bengal,63,Raninagar,MD SAHER ALAM,MALE,43.0,GENERAL,SDPI,1385,8,1393,0.63,256101,2021
West Bengal,63,Raninagar,FIROZA BIBI,FEMALE,43.0,GENERAL,IND,882,2,884,0.4,256101,2021
West Bengal,63,Raninagar,HASIBUL ISLAM,MALE,38.0,GENERAL,IND,827,1,828,0.37,256101,2021
West Bengal,63,Raninagar,RULIYA PARVIN,FEMALE,38.0,GENERAL,BSP,584,3,587,0.26,256101,2021
West Bengal,63,Raninagar,NASRIN NAHER LUCY,FEMALE,35.0,GENERAL,SUCI,497,4,501,0.23,256101,2021
West Bengal,63,Raninagar,SAFIUR RAHAMAN MANDAL,MALE,38.0,GENERAL,IND,496,0,496,0.22,256101,2021
West Bengal,63,Raninagar,ABDUL HAI,MALE,30.0,GENERAL,BAHUMP,246,1,247,0.11,256101,2021
West Bengal,63,Raninagar,SAIRA BIBI,FEMALE,45.0,GENERAL,UTSAP,198,4,202,0.09,256101,2021
West Bengal,64,Murshidabad,GOURI SANKAR GHOSH,MALE,48.0,GENERAL,BJP,95330,637,95967,41.86,268221,2021
West Bengal,64,Murshidabad,SHAONI SINGHA ROY,FEMALE,48.0,GENERAL,TMC,93047,429,93476,40.78,268221,2021
West Bengal,64,Murshidabad,NEAJUDDIN SK,MALE,43.0,GENERAL,INC,28698,137,28835,12.58,268221,2021
West Bengal,64,Murshidabad,NOTA,,,,NOTA,2897,7,2904,1.27,268221,2021
West Bengal,64,Murshidabad,BELLAL SK,MALE,34.0,GENERAL,IND,2278,0,2278,0.99,268221,2021
West Bengal,64,Murshidabad,HABIB SAIKH,MALE,45.0,GENERAL,RSSCMJP,1441,1,1442,0.63,268221,2021
West Bengal,64,Murshidabad,MADAN MOHAN MANDAL,MALE,32.0,SC,BSP,1099,0,1099,0.48,268221,2021
West Bengal,64,Murshidabad,MILIA SAJEM,FEMALE,39.0,GENERAL,SUCI,1004,0,1004,0.44,268221,2021
West Bengal,64,Murshidabad,GOURI DAS SARKAR,FEMALE,37.0,GENERAL,IND,753,0,753,0.33,268221,2021
West Bengal,64,Murshidabad,SUBIR GHOSH,MALE,48.0,GENERAL,IND,700,0,700,0.31,268221,2021
West Bengal,64,Murshidabad,MAHIRAM MURMU,MALE,51.0,ST,IND,535,0,535,0.23,268221,2021
West Bengal,64,Murshidabad,SUJAT SK,MALE,33.0,GENERAL,DSPI,238,0,238,0.1,268221,2021
West Bengal,65,Nabagram,KANAI CHANDRA MONDAL,MALE,67.0,SC,TMC,99722,733,100455,48.18,251378,2021
West Bengal,65,Nabagram,MOHAN HALDER,MALE,39.0,SC,BJP,64485,437,64922,31.14,251378,2021
West Bengal,65,Nabagram,KRIPALINI GHOSH,FEMALE,47.0,SC,CPI(M),38926,203,39129,18.77,251378,2021
West Bengal,65,Nabagram,NOTA,,,,NOTA,2625,4,2629,1.26,251378,2021
West Bengal,65,Nabagram,BARUN MANDAL,MALE,53.0,SC,SUCI,1378,3,1381,0.66,251378,2021
West Bengal,66,Khargram,ASHIS MARJIT,MALE,48.0,SC,TMC,92737,518,93255,50.15,228923,2021
West Bengal,66,Khargram,ADITYA MOULIK,MALE,38.0,SC,BJP,60281,401,60682,32.64,228923,2021
West Bengal,66,Khargram,BIPAD TARAN BAGDI,MALE,48.0,SC,INC,27336,87,27423,14.75,228923,2021
West Bengal,66,Khargram,NOTA,,,,NOTA,1683,2,1685,0.91,228923,2021
West Bengal,66,Khargram,TULU BALA DAS,FEMALE,51.0,SC,CPI(ML)(L),1509,2,1511,0.81,228923,2021
West Bengal,66,Khargram,MANIK KUMAR DAS,MALE,39.0,SC,JD(U),1378,2,1380,0.74,228923,2021
West Bengal,67,Burwan,JIBAN KRISHNA SAHA,MALE,44.0,SC,TMC,81320,570,81890,46.32,217500,2021
West Bengal,67,Burwan,AMIYA KUMAR DAS,MALE,37.0,SC,BJP,78680,461,79141,44.76,217500,2021
West Bengal,67,Burwan,SHILADITYA HALDAR,MALE,43.0,SC,INC,12166,94,12260,6.93,217500,2021
West Bengal,67,Burwan,NOTA,,,,NOTA,2002,6,2008,1.14,217500,2021
West Bengal,67,Burwan,NARESH KUMAR DAS,MALE,40.0,SC,IND,1501,3,1504,0.85,217500,2021
West Bengal,68,Kandi,APURBA SARKAR (DAVID),MALE,57.0,GENERAL,TMC,94594,805,95399,51.16,238973,2021
West Bengal,68,Kandi,GOUTAM ROY,MALE,59.0,GENERAL,BJP,56625,694,57319,30.74,238973,2021
West Bengal,68,Kandi,SHAFIUL ALAM KHAN (BONU),MALE,63.0,GENERAL,INC,27296,259,27555,14.78,238973,2021
West Bengal,68,Kandi,NOTA,,,,NOTA,3121,10,3131,1.68,238973,2021
West Bengal,68,Kandi,SYED AZIZUR HOSSAIN(NASHIM),MALE,44.0,GENERAL,IND,1767,2,1769,0.95,238973,2021
West Bengal,68,Kandi,SUFAL BAGDI,MALE,37.0,SC,IND,473,0,473,0.25,238973,2021
West Bengal,68,Kandi,SHER ALAM,MALE,31.0,GENERAL,JSTDVPMTP,357,3,360,0.19,238973,2021
West Bengal,68,Kandi,SUKHEN HALDAR,MALE,43.0,SC,SUCI,262,2,264,0.14,238973,2021
West Bengal,68,Kandi,BODON DAS,MALE,40.0,SC,IND,210,1,211,0.11,238973,2021
West Bengal,69,Bharatpur,HUMAYUN KABIR,MALE,61.0,GENERAL,TMC,95906,320,96226,50.9,243603,2021
West Bengal,69,Bharatpur,IMAN KALYAN MUKHERJEE,MALE,38.0,GENERAL,BJP,52809,334,53143,28.11,243603,2021
West Bengal,69,Bharatpur,KAMALESH CHATTERJEE (GOPAL),MALE,46.0,GENERAL,INC,30013,103,30116,15.93,243603,2021
West Bengal,69,Bharatpur,BADAN GHOSH,MALE,64.0,GENERAL,AMB,2581,0,2581,1.37,243603,2021
West Bengal,69,Bharatpur,NOTA,,,,NOTA,2441,3,2444,1.29,243603,2021
West Bengal,69,Bharatpur,SAJJAD HOSSAIN,MALE,31.0,GENERAL,AIMIM,2067,9,2076,1.1,243603,2021
West Bengal,69,Bharatpur,SHYAMAPADA GHOSH,MALE,56.0,GENERAL,BSP,1445,5,1450,0.77,243603,2021
West Bengal,69,Bharatpur,BASUDEB SAHA,MALE,37.0,GENERAL,IND,1010,1,1011,0.53,243603,2021
West Bengal,70,Rejinagar,RABIUL ALAM CHOWDHURY,MALE,61.0,GENERAL,TMC,117625,869,118494,56.31,259771,2021
West Bengal,70,Rejinagar,ARABINDA BISWAS,MALE,53.0,GENERAL,BJP,49611,615,50226,23.87,259771,2021
West Bengal,70,Rejinagar,KAFIRUDDIN SK,MALE,46.0,GENERAL,INC,36988,294,37282,17.72,259771,2021
West Bengal,70,Rejinagar,NOTA,,,,NOTA,1550,10,1560,0.74,259771,2021
West Bengal,70,Rejinagar,Md. Babar Ali,MALE,56.0,GENERAL,SUCI,1338,0,1338,0.64,259771,2021
West Bengal,70,Rejinagar,MUJIBUR RAHAMAN,MALE,43.0,GENERAL,IUML,1035,4,1039,0.49,259771,2021
West Bengal,70,Rejinagar,HASANUR ZAMAN SK,MALE,26.0,GENERAL,HAMS,504,2,506,0.24,259771,2021
West Bengal,71,Beldanga,HASANUZZAMAN SK,MALE,47.0,GENERAL,TMC,112173,689,112862,55.19,252944,2021
West Bengal,71,Beldanga,SUMIT GHOSH,MALE,52.0,GENERAL,BJP,58417,613,59030,28.86,252944,2021
West Bengal,71,Beldanga,SAFIUJJAMAN SEIKH,MALE,63.0,GENERAL,INC,26742,207,26949,13.18,252944,2021
West Bengal,71,Beldanga,KAJAL GHOSH BISWAS,FEMALE,56.0,GENERAL,IND,1965,3,1968,0.96,252944,2021
West Bengal,71,Beldanga,NOTA,,,,NOTA,1361,7,1368,0.67,252944,2021
West Bengal,71,Beldanga,MD: SAGIR HOSSAIN,MALE,29.0,GENERAL,DSPI,1173,3,1176,0.58,252944,2021
West Bengal,71,Beldanga,MUKTI PADA KONAI,MALE,56.0,SC,IND,678,2,680,0.33,252944,2021
West Bengal,71,Beldanga,SARIFUL ISLAM,MALE,39.0,GENERAL,SUCI,472,6,478,0.23,252944,2021
West Bengal,72,Baharampur,Subrata Maitra (Kanchan),MALE,54.0,GENERAL,BJP,87759,1581,89340,45.21,260667,2021
West Bengal,72,Baharampur,Naru Gopal Mukherjee,MALE,41.0,GENERAL,TMC,61835,653,62488,31.62,260667,2021
West Bengal,72,Baharampur,Manoj Chakraborty,MALE,67.0,GENERAL,INC,39377,790,40167,20.33,260667,2021
West Bengal,72,Baharampur,NOTA,,,,NOTA,2504,21,2525,1.28,260667,2021
West Bengal,72,Baharampur,Sajal Sen,MALE,46.0,GENERAL,BSP,1081,7,1088,0.55,260667,2021
West Bengal,72,Baharampur,Goutam Ghosh (Dwarak Ghosh),MALE,64.0,GENERAL,SUCI,1029,9,1038,0.53,260667,2021
West Bengal,72,Baharampur,Sujit Kumar Das,MALE,52.0,SC,IND,547,0,547,0.28,260667,2021
West Bengal,72,Baharampur,Rekha Roy,FEMALE,30.0,GENERAL,BMUP,413,1,414,0.21,260667,2021
West Bengal,73,Hariharpara,NIAMOT SHEIKH,MALE,70.0,GENERAL,TMC,101982,678,102660,47.51,247421,2021
West Bengal,73,Hariharpara,MIR ALAMGIR (PALASH),MALE,49.0,GENERAL,INC,88000,594,88594,41.0,247421,2021
West Bengal,73,Hariharpara,TANMOY BISWAS,MALE,34.0,GENERAL,BJP,18261,117,18378,8.51,247421,2021
West Bengal,73,Hariharpara,GOLAM AMBIA,MALE,54.0,GENERAL,SUCI,1711,14,1725,0.8,247421,2021
West Bengal,73,Hariharpara,NOTA,,,,NOTA,1105,12,1117,0.52,247421,2021
West Bengal,73,Hariharpara,RAFIKUL ISLAM,MALE,32.0,GENERAL,IND,1079,0,1079,0.5,247421,2021
West Bengal,73,Hariharpara,SAHABUR RAHAMAN KHA,MALE,46.0,GENERAL,IND,994,0,994,0.46,247421,2021
West Bengal,73,Hariharpara,MINTU HALDAR,MALE,39.0,GENERAL,IND,673,1,674,0.31,247421,2021
West Bengal,73,Hariharpara,ABUBAKKAR MANDAL,MALE,64.0,GENERAL,IND,265,2,267,0.12,247421,2021
West Bengal,73,Hariharpara,ALAMGIR MANDAL,MALE,39.0,GENERAL,IND,230,1,231,0.11,247421,2021
West Bengal,73,Hariharpara,WAHED ANSARY,MALE,48.0,GENERAL,IND,202,0,202,0.09,247421,2021
West Bengal,73,Hariharpara,INDRAJIT BAGDI,MALE,51.0,SC,IND,153,1,154,0.07,247421,2021
West Bengal,74,Nowda,SAHINA MOMTAZ KHAN,FEMALE,55.0,GENERAL,TMC,117130,554,117684,58.16,247688,2021
West Bengal,74,Nowda,ANUPAM MANDAL,MALE,32.0,GENERAL,BJP,43238,293,43531,21.51,247688,2021
West Bengal,74,Nowda,MOSARAF HOSSAIN MONDAL (MADHU),MALE,42.0,GENERAL,INC,31442,146,31588,15.61,247688,2021
West Bengal,74,Nowda,SAMIK MANDAL,MALE,50.0,GENERAL,IND,4323,70,4393,2.17,247688,2021
West Bengal,74,Nowda,SAMINUL ANSARY,MALE,26.0,GENERAL,IND,1397,0,1397,0.69,247688,2021
West Bengal,74,Nowda,NOTA,,,,NOTA,1301,7,1308,0.65,247688,2021
West Bengal,74,Nowda,SAHINA MAMTAJ,FEMALE,43.0,GENERAL,IND,946,3,949,0.47,247688,2021
West Bengal,74,Nowda,MD. WASIM AKRAM,MALE,26.0,GENERAL,HAMS,893,0,893,0.44,247688,2021
West Bengal,74,Nowda,SAHIDUL ISLAM (KALU),MALE,60.0,GENERAL,SUCI,350,2,352,0.17,247688,2021
West Bengal,74,Nowda,MOSARROF HOSSAIN,MALE,38.0,GENERAL,IND,252,2,254,0.13,247688,2021
West Bengal,75,Domkal,JAFIKUL ISLAM,MALE,45.0,GENERAL,TMC,127173,498,127671,56.45,266283,2021
West Bengal,75,Domkal,MD. MOSTAFIJUR RAHAMAN (RANA),MALE,41.0,GENERAL,CPI(M),79968,474,80442,35.57,266283,2021
West Bengal,75,Domkal,BIYAMMA MONDAL (RUBIA),FEMALE,39.0,GENERAL,BJP,12247,101,12348,5.46,266283,2021
West Bengal,75,Domkal,NOTA,,,,NOTA,2413,6,2419,1.07,266283,2021
West Bengal,75,Domkal,IMAN ALI BISWAS,MALE,74.0,GENERAL,IND,729,0,729,0.32,266283,2021
West Bengal,75,Domkal,AMIR SOHAIL,MALE,27.0,GENERAL,JSTDVPMTP,678,1,679,0.3,266283,2021
West Bengal,75,Domkal,MD JEWEL MONDAL,MALE,29.0,GENERAL,IND,611,1,612,0.27,266283,2021
West Bengal,75,Domkal,HIKMAT ALI,MALE,61.0,GENERAL,IUML,518,3,521,0.23,266283,2021
West Bengal,75,Domkal,AYENUL HAQUE,MALE,54.0,GENERAL,IND,469,0,469,0.21,266283,2021
West Bengal,75,Domkal,SAMSUZZAMAN(KAJAL),MALE,54.0,GENERAL,SUCI,291,2,293,0.13,266283,2021
West Bengal,76,Jalangi,ABDUR RAZZAK,MALE,63.0,GENERAL,TMC,123096,744,123840,55.74,261258,2021
West Bengal,76,Jalangi,SAIFUL ISLAM MOLLA,MALE,65.0,GENERAL,CPI(M),44224,340,44564,20.06,261258,2021
West Bengal,76,Jalangi,CHANDAN MANDAL,MALE,49.0,GENERAL,BJP,43395,378,43773,19.7,261258,2021
West Bengal,76,Jalangi,RAFIKA SULTANA,FEMALE,27.0,GENERAL,IND,4172,17,4189,1.89,261258,2021
West Bengal,76,Jalangi,NOTA,,,,NOTA,2540,11,2551,1.15,261258,2021
West Bengal,76,Jalangi,ALSOKUAT JAMAN,MALE,34.0,GENERAL,AIMIM,1327,11,1338,0.6,261258,2021
West Bengal,76,Jalangi,NABENDU KUMAR MONDAL,MALE,50.0,GENERAL,IND,726,3,729,0.33,261258,2021
West Bengal,76,Jalangi,SUBIR KUMAR SARKAR,MALE,46.0,SC,AMB,381,7,388,0.17,261258,2021
West Bengal,76,Jalangi,MD. ABDUL HAMID,MALE,62.0,GENERAL,BMUP,277,0,277,0.12,261258,2021
West Bengal,76,Jalangi,ENAMUL HAQUE,MALE,60.0,GENERAL,SUCI,261,3,264,0.12,261258,2021
West Bengal,76,Jalangi,SARIFUL MANDAL,MALE,33.0,GENERAL,JSTDVPMTP,253,1,254,0.11,261258,2021
West Bengal,77,Karimpur,Bimalendu Sinha Roy,MALE,63.0,GENERAL,TMC,108966,1945,110911,50.07,251039,2021
West Bengal,77,Karimpur,Samarendranath Ghosh,MALE,49.0,GENERAL,BJP,85825,1511,87336,39.43,251039,2021
West Bengal,77,Karimpur,Prabhas Majumdar,MALE,52.0,GENERAL,CPI(M),16885,300,17185,7.76,251039,2021
West Bengal,77,Karimpur,Dhanapati Mondal,MALE,66.0,GENERAL,SUCI,1460,9,1469,0.66,251039,2021
West Bengal,77,Karimpur,NOTA,,,,NOTA,1316,12,1328,0.6,251039,2021
West Bengal,77,Karimpur,Premananda Mandal,MALE,27.0,GENERAL,IND,1306,4,1310,0.59,251039,2021
West Bengal,77,Karimpur,Jitendranath Halder,MALE,70.0,SC,BSP,1261,11,1272,0.57,251039,2021
West Bengal,77,Karimpur,Mousumi Saha Mandal,FEMALE,39.0,SC,IND,694,1,695,0.31,251039,2021
West Bengal,78,Tehatta,Tapas Kumar Saha,MALE,61.0,GENERAL,TMC,96249,1599,97848,44.86,252454,2021
West Bengal,78,Tehatta,Ashutosh Paul,MALE,59.0,GENERAL,BJP,89503,1430,90933,41.69,252454,2021
West Bengal,78,Tehatta,Subodh Chandra Biswas,MALE,56.0,GENERAL,CPI(M),22905,334,23239,10.65,252454,2021
West Bengal,78,Tehatta,Tarak Nath Biswas,MALE,52.0,SC,BSP,1846,30,1876,0.86,252454,2021
West Bengal,78,Tehatta,NOTA,,,,NOTA,1726,10,1736,0.8,252454,2021
West Bengal,78,Tehatta,Rabindranath Halder,MALE,43.0,SC,IND,1437,2,1439,0.66,252454,2021
West Bengal,78,Tehatta,Surya Biswas,MALE,33.0,SC,PMPT,632,6,638,0.29,252454,2021
West Bengal,78,Tehatta,Chiranjit Sardar,MALE,32.0,SC,IND,395,5,400,0.18,252454,2021
West Bengal,79,Palashipara,Dr. Manik Bhattacharya,MALE,66.0,GENERAL,TMC,108872,1402,110274,54.22,244867,2021
West Bengal,79,Palashipara,Bibhash Chandra Mandal,MALE,54.0,GENERAL,BJP,58144,794,58938,28.98,244867,2021
West Bengal,79,Palashipara,S.M. Sadi,MALE,61.0,GENERAL,CPI(M),25861,367,26228,12.9,244867,2021
West Bengal,79,Palashipara,Maniruzzaman Mondal,MALE,48.0,GENERAL,SUCI,1678,18,1696,0.83,244867,2021
West Bengal,79,Palashipara,Ratikanta Thakur,MALE,43.0,SC,BSP,1677,13,1690,0.83,244867,2021
West Bengal,79,Palashipara,Ramesh Barman,MALE,48.0,SC,IND,1688,0,1688,0.83,244867,2021
West Bengal,79,Palashipara,NOTA,,,,NOTA,1649,5,1654,0.81,244867,2021
West Bengal,79,Palashipara,Bijoy Dutta,MALE,54.0,GENERAL,IND,916,0,916,0.45,244867,2021
West Bengal,79,Palashipara,Panchanan Mandal,MALE,40.0,GENERAL,IND,300,1,301,0.15,244867,2021
West Bengal,80,Kaliganj,NASIRUDDIN AHAMED (LAL),MALE,67.0,GENERAL,TMC,109917,1779,111696,53.35,248358,2021
West Bengal,80,Kaliganj,ABHIJIT GHOSH,MALE,45.0,GENERAL,BJP,63629,1080,64709,30.91,248358,2021
West Bengal,80,Kaliganj,ABUL KASHEM,MALE,52.0,GENERAL,INC,24771,305,25076,11.98,248358,2021
West Bengal,80,Kaliganj,NOTA,,,,NOTA,2044,7,2051,0.98,248358,2021
West Bengal,80,Kaliganj,ABHIJIT GHOSH,MALE,26.0,GENERAL,IND,1683,4,1687,0.81,248358,2021
West Bengal,80,Kaliganj,SUJATA MANDAL,FEMALE,36.0,SC,BSP,1556,11,1567,0.75,248358,2021
West Bengal,80,Kaliganj,JAYANTA DAS,MALE,43.0,GENERAL,BNARP,980,2,982,0.47,248358,2021
West Bengal,80,Kaliganj,MOHIUDDIN MONDAL,MALE,57.0,GENERAL,SUCI,877,2,879,0.42,248358,2021
West Bengal,80,Kaliganj,KABIL UDDIN SHAIKH,MALE,50.0,GENERAL,IND,732,0,732,0.35,248358,2021
West Bengal,81,Nakashipara,Kallol Khan,MALE,67.0,GENERAL,TMC,103666,1146,104812,50.01,247691,2021
West Bengal,81,Nakashipara,Santanu Dey,MALE,51.0,GENERAL,BJP,82258,1283,83541,39.86,247691,2021
West Bengal,81,Nakashipara,Tanmay Ganguli,MALE,51.0,GENERAL,IND,11194,83,11277,5.38,247691,2021
West Bengal,81,Nakashipara,Sukla Saha,FEMALE,54.0,GENERAL,CPI(M),5254,111,5365,2.56,247691,2021
West Bengal,81,Nakashipara,NOTA,,,,NOTA,1135,11,1146,0.55,247691,2021
West Bengal,81,Nakashipara,Amal Chandra Sarkar,MALE,55.0,SC,BSP,1074,6,1080,0.52,247691,2021
West Bengal,81,Nakashipara,Krishnapada Pramanik,MALE,65.0,GENERAL,CPI(ML)(L),1020,3,1023,0.49,247691,2021
West Bengal,81,Nakashipara,Swapan Mondal,MALE,61.0,SC,AMB,1003,0,1003,0.48,247691,2021
West Bengal,81,Nakashipara,Krishnachandra Debnath,MALE,72.0,GENERAL,SUCI,322,1,323,0.15,247691,2021
West Bengal,82,Chapra,RUKBANUR RAHMAN,MALE,52.0,GENERAL,TMC,73187,679,73866,34.65,248014,2021
West Bengal,82,Chapra,JEBER SEKH,MALE,43.0,GENERAL,IND,61063,685,61748,28.97,248014,2021
West Bengal,82,Chapra,KALYAN KUMAR NANDI,MALE,61.0,GENERAL,BJP,57380,788,58168,27.29,248014,2021
West Bengal,82,Chapra,JAHANGIR BISWAS (RAJU),MALE,36.0,GENERAL,CPI(M),11542,180,11722,5.5,248014,2021
West Bengal,82,Chapra,KANCHAN MAITRA,MALE,60.0,GENERAL,RSSCMJP,3848,17,3865,1.81,248014,2021
West Bengal,82,Chapra,NOTA,,,,NOTA,2016,7,2023,0.95,248014,2021
West Bengal,82,Chapra,ROKIBUL HOSSAIN MOLLA,MALE,25.0,GENERAL,BSP,1064,6,1070,0.5,248014,2021
West Bengal,82,Chapra,MOZAMMEL HOSSAIN MONDAL,MALE,37.0,GENERAL,SUCI,713,0,713,0.33,248014,2021
West Bengal,83,Krishnanagar Uttar,MUKUL ROY,MALE,67.0,GENERAL,BJP,107492,1865,109357,54.19,238220,2021
West Bengal,83,Krishnanagar Uttar,KOUSHANI MUKHERJEE,FEMALE,28.0,GENERAL,TMC,73153,1115,74268,36.8,238220,2021
West Bengal,83,Krishnanagar Uttar,SILVI SAHA,FEMALE,42.0,GENERAL,INC,11108,299,11407,5.65,238220,2021
West Bengal,83,Krishnanagar Uttar,NOTA,,,,NOTA,1823,28,1851,0.92,238220,2021
West Bengal,83,Krishnanagar Uttar,DIPIKA PRAMANIK,FEMALE,28.0,GENERAL,PMPT,1455,5,1460,0.72,238220,2021
West Bengal,83,Krishnanagar Uttar,SADHAN KUMAR MANDAL,MALE,49.0,SC,IND,1370,7,1377,0.68,238220,2021
West Bengal,83,Krishnanagar Uttar,ASHOKE CHANDRA DAS,MALE,48.0,SC,BSP,1344,14,1358,0.67,238220,2021
West Bengal,83,Krishnanagar Uttar,JOYDIP CHAUDHURI,MALE,61.0,GENERAL,SUCI,719,8,727,0.36,238220,2021
West Bengal,84,Nabadwip,PUNDARIKAKSHYA SAHA,MALE,66.0,GENERAL,TMC,100661,1509,102170,48.52,243159,2021
West Bengal,84,Nabadwip,SIDHARTHA SHANKAR NASKAR,MALE,51.0,SC,BJP,82626,973,83599,39.7,243159,2021
